0,1,2,3,4,5,6,7,8
Table 1.  Timing of events relative to arrival at the calf rearing facility and vaccination with the Salmonella Typhimurium core antigen vaccine,,,,,,,,
,,,,Time from 2nd,,,,
,Arrival date,S. Typhimurium,S. Typhimurium,,,,Time from 2nd,
,,,,vaccination to,Admission to,Died/,,
"Calf
Case #",at calf rearing,core antigen,core antigen,,,,vaccine dose to,Necropsy
,,,,onset of clinical,VHC,Euthanizedb),,
,facility,vaccine 1st dose,vaccine 2nd dose,,,,death (d),
,,,,signs (d)a),,,,
A,NA,NA,NA,NA,NA,At birth,NA,None
B,15-Sep-14,16-Sep-14,7-Oct-14,0,NA,9-Oct-14,2,rDVM
C,15-Sep-14,16-Sep-14,7-Oct-14,0,NA,11-Oct-14,4,None
D,15-Sep-14,16-Sep-14,7-Oct-14,Unknown,NA,,,
E,15-Sep-14,16-Sep-14,7-Oct-14,Unknown,NA,,,
F,"1
20-Sep-14",21-Sep-14,11-Oct-14,5,20-Oct-14,20-Oct-14c),9,VMDL
G,20-Sep-14,21-Sep-14,11-Oct-14,Unknown,NA,,,
H,"2
20-Sep-14",21-Sep-14,11-Oct-14,10,25-Oct-14d),13-Nov-14c),31,VMDL
I,20-Sep-14,21-Sep-14,11-Oct-14,Unknown,NA,,,
J,"3
20-Sep-14",21-Sep-14,11-Oct-14,13,25-Oct-14,NA,NA,Alivee)
K,26-Sep-14,26-Sep-14,15-Oct-14,6,NA,,,
L,26-Sep-14,26-Sep-14,15-Oct-14,Unknown,NA,,,
M,"4
26-Sep-14",26-Sep-14,15-Oct-14,6,25-Oct-14,26-Oct-14,11,VMDL
N,"5
26-Sep-14",26-Sep-14,15-Oct-14,6,DOA,25-Oct-14,10,VMDL
rDVM=Referring veterinarian; NA=Not applicable; DOA=Dead on arrival. a) Clinical signs noted by owner. Proteinuria was recorded by the owner for calves,,,,,,,,
