0,1,2,3,4,5
,Table 6: Decreasing plasma protein levels (mean ± SD) in combined male and female groups with increasing doses of drug.,,,,
,,,,Buprenorphine dose group,
Day,Dose(s),,,,
,,Control,1.3 mg/kg,3.9 mg/kg,6.5 mg/kg
,,,Total protein g/dL,,
2,1,5.9 ± 0.3,5.9 ± 0.2,5.7 ± 0.3,5.4 ± 0.4
4,1,5.7 ± 0.3,5.6 ± 0.1,5.6 ± 0.4,5.5 ± 0.2
6,2,5.8 ± 0.4,5.6 ± 0.2,5.5 ± 0.3,5.4 ± 0.2
12,3,5.8 ± 0.4,5.6 ± 0.5,5.5 ± 0.4,5.6 ± 0.1
,,,Albumin g/dL,,
2,1,3.2 ± 0.2,3.1 ± 0.2,2.9 ± 0.2,2.8 ± 0.2
4,1,3.0 ± 0.2,3.0 ± 0.1,3.0 ± 0.2,2.9 ± 0.1
6,2,3.2 ± 0.3,3.1 ± 0.1,2.8 ± 0.2,2.7 ± 0.1
12,3,3.2 ± 0.2,3.2 ± 0.3,2.95 ± 0.2,2.8 ± 0.1
