0,1,2,3,4,5,6,7,8,9
Table 1. Distribution of,,"ILI and MAILI among school A, on-reserve, and both combined,",,,,"rural community of British Columbia, Canada, April–May",,,
2009,,,,,,,,,
,School A,,,On-reserve,,,Combined,,
,n = 253,,,n = 191,,,n = 408,,
,Overall,ILI,MAILI,Overall,ILI,MAILI,Overall,ILI,MAILI
,n (%)*,n (%)**,n (%)**,n (%)*,n (%)**,n (%)**,n (%)*,n (%)**,n (%)**
Overall attack rate,,66 (26),25 (10),,44 (23),25 (13),,92 (23),36 (9)
Age category (years),,,,,,,,,
1–8,67 (26),32 (48),14 (21),42 (22),16 (38),14 (33),96 (24),37 (39),18 (19)
9–19,86 (34),22 (26),7 (8),58 (30),12 (21),5 (9),135 (33),29 (21),9 (7)
20–49,89 (35),11 (12),3 (3),65 (34),10 (15),3 (5),144 (35),20 (14),6 (4)
50–64,10 (4),1 (10),1 (10),19 (10),6 (32),3 (16),25 (6),6 (24),3 (12)
>64,1 (0),0 (0),0 (0),7 (4),0 (0),0 (0),8 (2),0 (0),0 (0)
Median (range),13 (1–66),,,18 (1–86),,,15 (1–86),,
Sex,,,,,,,,,
Female,132 (53),33 (25),13 (10),106 (56),28 (26),17 (16),217 (54),50 (23),22 (10)
Male,118 (47),32 (27),12 (10),83 (44),15 (18),8 (10),186 (46),40 (22),14 (8)
Chronic conditions,,,,,,,,,
No,240 (95),62 (26),23 (10),164 (86),34 (21),20 (12),368 (90),78 (21),29 (8)
Yes,13 (5),4 (31),2 (15),27 (14),10 (37),5 (19),40 (10),14 (35),7 (18)
2008–2009 vaccination status,,,,,,,,,
No,208 (82),47 (23),13 (6),125 (65),20 (16),9 (7),318 (78),63 (20),18 (6)
Yes,45 (18),19 (42),12 (27),66 (35),24 (36),16 (24),90 (22),29 (32),18 (20)
2007–08 vaccination status,,,,,,,,,
No,197 (79),42 (22),11 (6),115 (61),16 (14),7 (6),299 (75),56 (19),16 (5)
Yes,53 (21),24 (45),14 (26),72 (38),26 (36),17 (24),100 (25),34 (34),19 (19)
Aboriginal people,,,,,,,,,
No,180 (77),43 (24),8 (4),–,–,–,180 (46),43 (24),8 (4)
"Yes, off-reserve",18 (8),2 (11),1 (6),–,–,–,18 (5),2 (11),1 (6)
"Yes, on-reserve",36 (15),18 (50),14 (39),–,44 (23),25 (13),191 (49),44 (23),25 (13)
Household density,,,,,,,,,
1st quartile,49 (21),10 (20),3 (6),49 (26),13 (27),5 (10),94 (24),22 (23),7 (7)
2nd quartile,102 (44),23 (23),2 (2),33 (17),7 (21),4 (12),135 (35),30 (22),6 (4)
3rd quartile,22 (10),3 (14),2 (9),35 (18),2 (6),2 (6),51 (13),5 (10),4 (8)
4th quartile,58 (25),24 (41),17 (29),74 (39),22 (30),14 (19),106 (27),29 (27),18 (17)
Travel outside BC,,,,,,,,,
None,211 (84),54 (26),21 (10),176 (92),42 (24),25 (14),354 (87),78 (22),32 (9)
Mexico,3 (1),1 (33),1 (33),0 (0),0,0,3 (1),1 (33),1 (33)
Other N. America,37 (15),11 (30),3 (8),15 (8),2 (13),0 (0),49 (12),13 (27),3 (6)
Outside N. America,0,0,0,0,0,0,0,0,0
