0,1,2,3,4,5,6,7
,,,,,,"Influenza-Like Illness in Maracay, Venezuela",
Table 2. Age distribution of,,febrile respiratory viral,,"infections detected by passive surveillance in two Hospitals of Maracay,",,,
,Venezuela: October 2006–December 2010.,,,,,,
Age group (in years),,,,,,,
,0–4,5–14,15–29,30–44,45–59,$60,Total
Viral Pathogen,"No.
(%)","No.
(%)","No.
(%)","No.
(%)","No.
(%)","No.
(%)",No. (%)
Adenovirus,9*(5.6),3 (1.2),0,2 (1.3),1 (2.3),0,15 (1.6)
Influenza virus A:,,,,,,,
H3{,9 (5.6),8 (3.2),7 (2.3),8 (5.1),0,1 (14.3),33 (3.6)
H1{,3 (1.9),2 (0.8),1 (0.3),0,0,0,6 (0.7)
Seasonal not subtyped,3 (1.9),2 (0.8),4 (1.3),1 (0.6),1 (2.3),0,11 (1.2)
pH1N11,2 (1.2),3 (1.2),13 (4.3),3 (1.9),0,0,21 (2.3)
Not subtyped||,1 (0.6),2 (0.8),4 (1.3),0,0,0,7 (0.8)
Influenza virus B,4 (2.5),10 (4.0),5 (1.7),0,0,0,19 (2.1)
Parainfluenza virus,6 (3.7),1 (0.4),3 (1.0),3 (1.9),0,0,13 (1.4)
"RSV""",8 (5.0),0,1 (0.3),2 (1.3),0,0,11 (1.2)
ORV**,2 (1.2),2 (0.8),0,3 (1.9),0,0,7 (0.8)
Positives,47 (29.2),33 (13.3),38 (12.7),22 (14.1),2 (4.7),1 (14.3),143 (15.6)
Negatives,114 (70.9),216 (86.7),262 (87.3),134 (85.9),41 (95.3),6 (85.7),773 (84.4)
Total,161,249,300,156,43,7,916
