0,1,2,3,4,5,6,7,8,9
Table 2.,Prevalence of ticks investigated for detection of rickettsia,,,,,,,,
,,,,,No. of ticks examined,,,No. of ticks,No. of ticks
,Area of,Collection point,,,,,Total,,
Plants/ Wild boars,,,Tick species,,,,,positive for,positive for
,Kyoto City,(Altitude),,Male,Female,Nymph,No.,,
,,,,,,,,rickettisaa),R. japonicab)
Plants,I (North),A (Keihokuyuzuki),H. longicornis,3,6,3,12,8,7
,,(232 m),,,,,,,
,,B (Hanasetouge),H. longicornis,1,1,4,6,4,3
,,(765 m),,,,,,,
,,C (Hanasebessyo),H. longicornis,0,0,12,12,11,11
,,(496 m),,,,,,,
,,D (Seryoutouge),H. longicornis,0,0,1,1,1,1
,,(428 m),,,,,,,
,,E (Sizuhara),H. longicornis,0,1,3,4,4,4
,,(274 m),,,,,,,
,II (West),F (Himuro),H. longicornis,3,1,63,67,58,49
,,(380 m),,,,,,,
,,G (Sawaike),H. longicornis,5,3,36,44,32,30
,,(370 m),H. flava,0,0,1,1,,
,III (East),L (Daimonji-yama),H. longicornis,2,9,16,27,18,14
,,(437 m),H. flava,0,0,1,1,0,0
,,,A. testudinarium,0,0,4,4,2,1
,IV (East),N (Syougunnzuka),D. taiwanensis,0,1,0,1,0,0
,,(207 m),,,,,,,
Wild boars,,O (Yamashina-ku),H. longicornis,10,9,2,21,5,5
Total number,,,,24,31,146,201,143,125
