0,1,2,3,4,5,6,7
,Table 3. Distribution of different respiratory pathogens by year of detection.,,,,,,
Pathogen,,,,Surveillance year,,,
,Total,2012,2013,2014,2015,2016,2017
,n = 37929,n = 1817,n = 4207,n = 8357,n = 7983,n = 7100,n = 8465
,,,,Positive cases,,,
,No. (%),No. (%),No. (%),No. (%),No. (%),No. (%),No. (%)
Adenoviruses,1078 (2.8),23 (1.3),62 (1.5),545 (6.5),171 (2.1),65 (0.9),212 (2.5)
HMPV,941 (2.5),23 (1.3),137 (3.3),196 (2.3),167 (2.1),247 (3.5),171 (2.0)
HRVs,3697 (9.7),96 (5.3),382 (9.1),702 (8.4),757 (9.5),710 (10.0),1050 (12.4)
Bocavirus,268 (0.7),32 (1.8),27 (0.6),45 (0.5),59 (0.7),55 (0.8),50 (0.6)
HCoV,1902 (5.0),53 (2.9),158 (3.8),536 (6.4),377 (4.7),369 (5.2),409 (4.8)
229E CoV,538 (1.4),11 (0.6),47 (1.1),148 (1.8),106 (1.3),126 (1.8),100 (1.2)
NL63 CoV,244 (0.6),6 (0.3),23 (0.5),71 (0.8),36 (0.5),44 (0.6),64 (0.8)
HKU1 CoV,391 (1.0),10 (0.6),30 (0.7),124 (1.5),87 (1.1),64 (0.9),76 (0.9)
OC43 CoV,705 (1.9),24 (1.3),52 (1.2),191 (2.3),143 (1.8),132 (1.9),163 (1.9)
MERS-CoV,24 (0.06),2 (0.1),6 (0.1),2 (0.02),5 (0.06),3 (0.04),6 (0.07)
HPIVs,1023 (2.3),31 (1.7),128 (3.0),203 (2.4),236 (3.0),194 (2.7),231 (2.7)
HPIV-1,236 (0.5),1 (0.1),33 (0.8),35 (0.4),93 (1.2),20 (0.3),54 (0.6)
HPIV-2,127 (0.3),8 (0.4),26 (0.6),20 (0.2),27 (0.3),20 (0.3),26 (0.3)
HPIV-3,468 (1.1),19 (1.0),50 (1.2),106 (1.3),74 (0.9),109 (1.5),110 (1.3)
HPIV-4,192 (0.4),3 (0.2),19 (0.5),42 (0.5),42 (0.5),45 (0.6),41 (0.5)
RSV,1002 (2.6),35 (1.9),130 (3.1),158 (1.9),259 (3.2),154 (2.2),266 (3.1)
Enteroviruses,348 (0.9),12 (0.7),51 (1.2),56 (0.7),82 (1.0),57 (0.8),90 (1.1)
Parechovirus,44 (0.1),1 (0.1),4 (0.1),10 (0.1),16 (0.2),7 (0.1),6 (0.1)
M. pneumoniae,1128 (3.0),19 (1.0),82 (1.9),371 (4.4),207 (2.6),240 (3.4),209 (2.5)
https://doi.org/10.1371/journal.pone.0218097.t003,,,,,,,
