0,1,2,3,4,5,6,7
Table 2 Estimated parameter values and quantities derived from humanized mouse,,,,,,,
experiments by the novel RQS model,,,,,,,
,,,,,β,δ,
ID,T(0),V(0),g0,r,,,R0
,cells/ml,RNA copies/ml,day-1,(cell/ml)-1・day-1(×10-6),(virion /ml)-1・day-1(×10-6),day-1,—
1,274139,2461,0.467,4.46,0.10,0.76,1.62
2,489096,652.1,1.065,3.37,0.03,0.58,2.83
3,93238.7,717.1,0.856,12.4,1.24,0.30,3.88
4,15847.5,1233,0.429,74.1,0.57,0.75,1.58
5,130580,1506,0.652,10.1,0.06,0.67,1.97
Mean,200580,1313,0.694,20.9,0.40,0.61,2.38
