0,1,2,3,4,5,6,7,8
Table 2 Summary of,,,findings for primary FIPV infection,,,,,
Cat ID,Onset of,fever,(dpi),Time of euthanasia (dpi),FIP form,Antibody titer,Progressor type,Virus load
11–163,2,,,9,Wet,1:25,Rapid,BLD
11–165,7,,,11,Wet,1:100,Rapid,BLD
11–224,13,,,15,Wet,1:100,Rapid,6.1 × 102 PB W1
11–226,13,,,15,Wet,1:25,Rapid,BLD
11–227,15,,,24,Wet,1:100,Rapid,4.8 × 104 P W2
11–150,28,,,29,Wet,1:400,Rapid,BLD
11–162,28,,,29,Wet,1:400,Rapid,8.7 × 104 P W2
11–230,28,,,30,Wet,< 1:25,Rapid,4.1 × 104 P TB
11–152,25,,,42,Wet-dry,1:400,Slow,4.3 × 102 PB W2
,,,,,,,,3.5 × 102 PB W3
11–228,40,,,45,Dry,1:100,Slow,BLD
11–229,39,,,45,Wet-dry,1:400,Slow,BLD
11–231,46,,,48,Wet,1:100,Slow,BLD
11–164,35,,,49,Wet,1:1600,Slow,1.5 × 106 P W2
,,,,,,,,6.1 × 103 PB W2
11–151,39,,,50,Wet,1:400,Slow,BLD
11–148,28,,,106,Dry,1:6400,Slow,2.5 × 104 PB W2
,,,,,,,,3.9 × 102 PB W3
11–147,NA,,,NA,NA,1:100,FIP resistant,3.1 × 104 P W2
11–149,NA,,,NA,NA,1:100,FIP resistant,3.2 × 105 P W2
,,,,,,,,1.8 × 102 PB W2
11–166,NA,,,NA,NA,1:100,FIP resistant,BLD
11–225,NA,,,NA,NA,1:400,FIP resistant,BLD
The abbreviation dpi represents days post inoculation. Antibody titers represent the time point of euthanasia or 4 weeks post inoculation for survivor cats. Virus,,,,,,,,
