0,1,2,3,4,5
,,,,A(H1N1),
,A(H1N1),A(H3N2),B,pdm09,All influenza
,,"Mean (95% credibility interval) (per 100,000 person-years)",,,
Death,,,,,
,,,"2.4 (0.5,",,
All causes,"2.3 (0.8, 3.8)","6.9 (5.4, 8.5)",,"2.2 (−0.0, 4.2)","11.7 (9.2, 14.3)"
,,,4.5),,
Cardiovascular &,,,"1.1 (−0.2,",,
,"1.6 (0.6, 2.7)","4.9 (3.6, 6.0)",,"1.8 (0.4, 3.1)","7.7 (6.0, 9.6)"
respiratory,,,2.4),,
,,,"1.4 (0.6,",,
Respiratory,"1.3 (0.7, 2.0)","3.2 (2.6, 3.9)",,"2.0 (1.2, 3.0)","6.3 (5.2, 7.3)"
,,,2.3),,
Pneumonia and,,,"0.8 (0.1,",,
,"0.9 (0.4, 1.4)","1.8 (1.2, 2.3)",,"1.5 (1.0, 2.2)","3.7 (2.8, 4.6)"
influenza,,,1.5),,
Hospitalization,,,,,
,,,177.2,,
,"−3.2 (−57.7,","83.0 (24.9,",,"93.9 (36.4,","284.9 (198.6,"
All causes,,,"(121.0,",,
,44.4),136.2),,152.5),357.8)
,,,234.3),,
Cardiovascular &,,"101.2 (89.5,","75.2 (60.0,","55.0 (37.9,","207.5 (186.2,"
,"19.5 (7.2, 31.0)",,,,
respiratory,,113.9),90.7),69.9),227.8)
,,"97.9 (88.5,","57.2 (45.0,","53.8 (42.0,","184.0 (170.0,"
Respiratory,"17.3 (8.7, 26.4)",,,,
,,106.4),68.8),66.8),198.8)
Pneumonia and,,"38.4 (34.0,","17.0 (11.8,","38.2 (32.9,","74.3 (67.6,"
,"10.0 (5.6, 13.5)",,,,
influenza,,43.3),22.6),43.6),80.7)
