0,1,2,3,4,5,6,7,8,9
,Table 1 (abstract P388). Compliance alterations during the study,,,,,,,,
,,CRS (ml/cmH2O),,,CCW (ml/cmH2O),,,CL (ml/cmH2O),
Minutes,A,B,P value,A,B,P value,A,B,P value
0,35 ± 8,31 ± 4,NS,58 ± 20,46.1 ± 11,NS,99 ± 22,98 ± 14,NS
20,14 ± 4**,12 ± 3**,NS,20 ± 6**,17.7 ± 3**,NS,52 ± 21**,35 ± 11**,NS
40,13 ± 4**,12 ± 1**,NS,19 ± 6**,16.8 ± 3**,NS,47 ± 23**,36 ± 13**,NS
60a,12 ± 3**,11 ± 2**,NS,20 ± 5**,18.4 ± 4**,NS,41 ± 20,28 ± 7**,NS
80,13 ± 3**,10 ± 1**,NS,20 ± 6,18.2 ± 44,NS,41 ± 21**,24 ± 6**,<0.05
100,12 ± 3**,10 ± 2**,NS,21 ± 8**,19.9 ± 5**,NS,37 ± 20**,19 ± 4**,<0.05
120,12 ± 3**,10 ± 1**,NS,20 ± 6**,21.9 ± 7**,NS,37 ± 20**,17 ± 3**,<0.05
140,12 ± 3**,9 ± 1**,NS,21 ± 7**,21.8 ± 6**,NS,37 ± 20**,17 ± 5**,<0.05
160,12 ± 3**,9 ± 1**,NS,21 ± 7**,22.3 ± 7**,NS,37 ± 19**,16 ± 4**,<0.05
180,33 ± 7**,16 ± 5**,<0.001,50 ± 18,77.0 ± 18**,<0.05,81 ± 20*,21 ± 7**,<0.001
,"aSepsis induction. Comparison with baseline: *P <0.05, ** P<0.01.",,,,,,,,
