0,1,2,3,4,5,6,7,8
,Table 5. Comparison of fold changes obtained using microarray and qRT-PCR analysis.,,,,,,,
Gene Symbol,,Day 1,,Day 3,,Day 5,,Day 7
,MA,qRT-PCR±SD,MA,qRT-PCR±SD,MA,qRT-PCR±SD,MA,qRT-PCR±SD
OASL,7.40,8.88 ± 1.03,35.20,22.5 ± 3.88,109.80,67.66 ± 10.34,56.10,32.81 ± 5.65
IL6,-1.24,1.03 ± 0.12,-1.03,-1.10 ± 0.14,1.77,-1.26 ± 0.18,10.45,10.15 ± 1.22
CCL19,1.67,2.80 ± 0.30,5.81,9.31 ± 1.12,24.32,24.03 ± 3.07,39.91,58.42 ± 7.72
CCL20,1.06,1.47 ± 0.18,2.29,2.02 ± 0.23,2.95,1.17 ± 0.10,16.69,18.83 ± 2.09
TLR3,1.99,2.52 ± 0.28,6.26,5.53 ± 0.46,19.46,15.91 ± 0.83,25.06,12.11 ± 1.39
TLR4,-1.26,1.11 ± 0.29,-3.79,-3.23 ± 0.29,-3.21,-2.37 ± 0.24,-3.06,-4.76 ± 1.40
RSAD2,29.90,38.32 ± 4.46,75.70,66.98 ± 4.51,334.70,319.8 ± 13.81,361.40,122.98 ± 18.35
MX1,12.50,29.68 ± 8.37,28.70,42.11 ± 2.44,217.60,314.52 ± 43.74,204.20,150.82 ± 23.89
ISG12-2,33.40,77.15 ± 10.48,51.60,53.23 ± 3.04,252.70,230.43 ± 16.51,253.10,235.57 ± 26.92
STAT1,2.00,2.12 ± 0.23,3.00,2.47 ± 0.27,8.60,7.86 ± 0.56,7.10,6.80 ± 0.81
SOCS1,1.34,1.24 ± 0.22,1.66,1.46 ± 0.13,4.54,2.95 ± 0.40,5.05,4.68 ± 0.52
