0,1,2,3,4,5,6,7,8,9
,reduce the number of cells collected by NW and reduce,,,,,are unclear. The paucity of,,this type of study among the,
Table 2 Comparison of frequency distribution and sensitivity for total viruses detected by triple method,,,,,,,,,
Total,,,NPS,,,NW,,,OPS
,No.,identified,Sensitivity (95%CI a),No.,identified,Sensitivity (95%CI),No.,identified,Sensitivity (95%CI)
29,,19,66 (46-82),,17,59 (39-76),,17,59 (39-76)
19,,13,68 (43-87),,10,53 (29-76),,9,47 (24-71)
15,,15,100 (78-100) b,,9,60 (32-84),,10,67 (38-88)
12,,9,75 (43-95)c,,2,17 ( 2-48),,4,33 (10-65)
7,,5,71 (29-96),,2,29 ( 4-71),,1,14 ( 0-58)
3,,1,33 ( 1-91),,2,67 ( 9-99),,1,33 ( 1-91)
3,,3,100 (29-100),,1,33 ( 1-91),,1,33 ( 1-91)
1,,1,100 ( 2-100),,1,100 ( 2-100),,1,100 ( 2-100)
89,,66,74 (65-83)d,,44,49 (39-60),,44,49 (39-60)
