0,1,2,3,4,5,6,7,8,9,10
Sore throat,343/460,75,120/153,78,3/6,50,12/21,57,4/12,33
Cough,583/586,99.5,168/168,100,17/17,100,33/33,100,24/24,100
Runny nose,529/586,90,153/168,91,17/17,100,29/33,88,24/24,100
Congestion,422/552,77,119/162,73,7/14,50,26/33,79,20/21,95
Difﬁculty breathing,44/563,8,12/163,7,1/16,6.3,1/32,3,3/22,14
Body pain,191/429,45,64/146,44,1/5,20,4/21,19,6/12,50
Chills,169/526,32,52/159,33,6/12,50,5/31,16,4/20,20
Malaise,150/464,32,45/147,31,3/10,30,5/26,19,3/14,21
Headache,346/452,77,115/153,75,5/10,50,12/23,52,9/11,82
Signs and symptoms cont.,,,,,,,,,,
Vomiting,96/586,16,17/168,10,6/17,35,2/33,6,4/24,17
Diarrhea,39/586,7,10/168,6,0/17,0,4/33,12,2/24,8
Abdominal pain,100/528,19,25/164,15,5/17,29,6/27,22,4/18,22
Ear pain,24/552,4,6/166,4,0/17,0,0/31,0,0/21,0
Inﬂuenza vaccination history,,,,,,,,,,
