0,1,2,3
enters the cell via a combination of pathways [198].,,,
,Table 3. Examples for delivery of plasmids.,,
Cargo,CPP/delivery system,proposed uptake,Reference
,,mechanism,
plasmid DNA,MPG,non-endocytotic,[130]
plasmid DNA,"R8, stearyl-R8, Tat48-60",endocytotic,[197]
plasmid DNA,branched 8Tat peptide,endocytotic,[195]
plasmid DNA,Tat48–60-peptide,endocytotic,[91]
plasmid DNA,Tat47–57-oligomers,endocytotic,[93]
plasmid DNA,Tat47–57,endocytotic,[92]
plasmid DNA,branched 8Tat peptide,endocytotic,[196]
,,(dependent on cell,
,,line),
plasmid DNA,POLYTAT,endocytotic,[193]
plasmid,bPrPp,endocytotic,[161]
DNA/looped DNA,,,
plasmid DNA,"hCT9-32-2br, hCT18-32-k7",endocytotic,[142]
plasmid DNA,R-PAMAM-PEG-PAMAM-R,endocytotic,[198]
,dendrimer,,
plasmid DNA,HK-polymer,endocytotic,"[183,184]"
plasmid DNA,R8-MEND3,endocytotic,[179]
