0,1,2,3,4
Table 1. Blood levels of WBC subsets and immunoglobulins of the subjects,,,,
,,Kimchi (n = 19),non-Kimchi (n = 20),p value
,Baseline,57.8 ± 8.4,57.7 ± 6.3,0 . 952
"Neutrophil, %",After 4 weeks,59.2 ± 8.2,58.5 ± 7.3,0 . 777
,Change,1.4 ± 7.3,0.8 ± 6.9,0 . 807
,Baseline,1.5 ± 0.8,1.3 ± 0.6,0 . 323
"Eosinophils, %",After 4 weeks,1.4 ± 0.8,1.4 ± 0.6,0 . 854
,Change,-0.1 ± 0.5,0.0 ± 0.5,0 . 264
,Baseline,0.4 ± 0.2,0.3 ± 0.2,0 . 673
"Basophils, %",After 4 weeks,0.4 ± 0.2,0.4 ± 0.2,0 . 519
,Change,0.0 ± 0.2,0.0 ± 0.2,0 . 767
,Baseline,6.5 ± 1.2,6.3 ± 1.4,0 . 643
"Monocyte, %",After 4 weeks,6.9 ± 2.3,6.6 ± 1.6,0 . 686
,Change,0.4 ± 2.0,0.3 ± 1.6,0 . 895
,Baseline,33.9 ± 8.0,34.2 ± 5.9,0 . 898
"Lymphocyte, %",After 4 weeks,32.3 ± 7.1,33.2 ± 7.1,0 . 685
,Change,-1.6 ± 6.4,-1.0 ± 6.7,0 . 763
,Baseline,194.6 ± 66.9†,270.5 ± 74.5,0 . 002
"Ig A, mg/dL",After 4 weeks,194.1 ± 74.2†,269.3 ± 75.5,0 . 004
,Change,-0.5 ± 11.4,-1.2 ± 14.3,0 . 882
,Baseline,1207.1 ± 193.1†,1321.1 ± 105.2,0 . 037
"Ig G, mg/dL",After 4 weeks,1173.5 ± 172.9†,1302.3 ± 132.9,0 . 018
,Change,-33.6 ± 68.6,-18.8 ± 55.9,0 . 482
,Baseline,128.8 ± 56.5,154.9 ± 46.8,0 . 137
"Ig M, mg/dL",After 4 weeks,126.8 ± 53.5,153.1 ± 47.0,0 . 121
,Change,-2.0 ± 8.2,-1.8 ± 12.1,0 . 959
Values are expressed as means ± SD.,,,,
