0,1,2,3,4,5,6,7,8,9,10
,,Table 4: Expression stabilities of the candidate reference genes of all samples.,,,,,,,,
,,geNorm,,Normfinder,,BestKeeper,,,△Ct,
Abiotic condition,Reference gene,,,,,,,,,
,,Stability,Rank,Stability,Rank,Stability,Rank,Stability,,Rank
All samples,GAPDH,1.148,5,1.242,6,1.14,5,2.14,,5
,18S,2.102,9,3.049,9,3.38,10,3.5,,9
,28S,2.49,10,3.759,10,3.29,9,4.04,,10
,EF,0.823,3,0.779,2,0.85,1,1.89,,2
,RPL12,0.625,1,1.005,4,1.1,3,1.96,,4
,𝛽-TUB,0.97,4,0.209,1,1.37,7,1.88,,1
,ATPase,1.408,7,0.926,3,1.28,6,2.14,,6
,TBP,1.274,6,1.939,7,1.12,4,2.45,,7
,𝛽-ACT,1.68,8,2.437,8,2.35,8,2.94,,8
,CypA,0.625,1,1.068,2,0.99,2,1.95,,3
