0,1,2,3,4,5
,,,φF,,
,,b,,,
Entry,Curcumina wt%,λem,10 °C,22 °C,50 °C
cur-G1,1.05,509,0.055,0.077,0.147
cur-G2,2.10,512,0.027,0.040,0.065
cur-G3,3.15,515,0.029,0.042,0.084
cur-G4,3.80,514,0.022,0.036,0.045
Ag@cur-G1A,1.05,508,0.013,0.013,0.014
Ag@cur-G2A,2.10,504,0.016,0.017,0.017
Ag@cur-G3A,3.15,500,0.017,0.021,0.018
Ag@cur-G4A,3.80,502,0.028,0.032,0.030
Ag@cur-G1B,1.05,508,0.014,0.014,0.015
Ag@cur-G2B,2.10,516,0.018,0.019,0.017
Ag@cur-G3B,3.15,515,0.024,0.027,0.023
Ag@cur-G4B,3.80,514,0.013,0.016,0.014
