0,1,2,3,4,5
"statistics of FIV and FeLV seroprevalence (%), number of positive cats (cases), and number of cats tested for state, county, and postal code",,,,,
aggregation level.,,,,,
,,,(a),,
Factors,Testeda,FIV positive,Prevalence (95% CI)b,FeLV positive,Prevalence (95% CI)b
Testing site,,,,,
Veterinary clinic,19314,674,3.5 (3.2–3.8),617,3.2 (2.9–3.4)
Shelter,9600,241,2.5 (2.2–2.8),166,1.7 (1.5–2.0)
Age,,,,,
Juvenile,15461,160,1.0 (0.9–1.2),198,1.3 ( 1.1–1.5)
Adult,13453,755,5.6 (5.2–6.0),585,4.4 (4.0–4.7)
Sex,,,,,
Male intact,8649,372,4.3 (3.9–4.8),240,2.8 (2.4–3.1)
Male castrated,6027,299,5.0 (4.4–5.5),198,3.3 (2.9–3.8)
Female intact,9211,139,1.5 (1.3–1.8),198,2.2 (1.9– 2.5)
Female spayed,4987,102,2.1 (1.7–2.5),144,2.9 (2.4–3.4)
Unknown,40,3,"7
.5 (1.7–20.4)",3,"7
.5 (1.7–20.4)"
Outdoor exposure,,,,,
No,7142,99,1.4 (1.1–1.7),136,1.9 (1.6–2.3)
Yes,17968,708,3.9 (3.7–4.2),565,3.1 (2.9–3.4)
Unknown,3804,108,2.8 (2.3–3.4),82,2.2 (1.7–2.7)
Health status,,,,,
Healthy,22311,507,2.3 (2.1– 2.5),379,1.7 (1.5–1.9)
Sick,6092,389,6.4 (5.8–7.0),391,6.4 (5.8–7.1)
Unknown,511,19,3.7 (2.3–5.7),13,2.5 (1.4–4.3)
,aTotal number of cats tested for FIV and FeLV infection. Cats were tested at the same time for both FIV and FeLV infections.,,,,
,bCI: confidence intervals for seroprevalence estimates with 𝛼 = 0.05.,,,,
,,,(b),,
