0,1,2,3,4,5
,,(2) In case of LRI or high risk factors: start speciﬁc treatment,,,
,,↓,,,
"Virus
RSV",PIV,HMPV,RhV,AdV,IFV
"First-line treatment
Oral ribavirin",,,,IV Cidofovir,Oral oseltamivir 75 mg bid
"recommendations
30 mg/kg/day",,,,5 mg/kg once a,"(30 mg bid 10–15 kg, 45 mg"
in 3 divided,,,,week (2w) and,"bid 16–23 kg,. 60mg bid"
"doses, 10 days",,,,5 mg/kg once,"24-40 kg)
for 10 days"
,,,,every fortnight,
"Alternative treatment
+IVIG IV",,,,Oral,NAI: inhaled zanamivir IV
ribavirin Inhaled,,,,brincidofovir,peramivir Zanamivir (if
ribavirin,,,,(2mg/kg twice,resistance) M2 ion channel
Palivizumab,,,,a week],inhibitor: amantadine (IV-A)
(young children),,,,Anti-ADV CTL,
"Drugs/immunotherapy
GS-5806",DAS 181 Anti PIV-3,MAb 338,Oral/nasal,HBX,Inhaled laninamivir Nitazoxanide
"in development
MDT-637",CTL,,pleconaril,,MEDI8852 VIS410
ALX-0171,,,vapendavir,,
Favipiravir,,,,,
RSV-604,,,,,
AL-8176,,,,,
ALN-RSV01,,,,,
RI-001,,,,,
,,↓,,,
