0,1,2,3,4,5,6,7,8,9,10,11
Int. J. Behav. Med.,(2009) 16:30–40,,,,,,,,,,3333
Table 1,Participation rates and distribution of general characteristics in the study population,,,,,,,,,,
,DNK,POL,NLD,GBR,ESP,CHN,HKG,SGP,Europe,Asia,Total
,(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%)
Total n,463,488,400,401,425,404,396,426,"2,177","1,226","3,403"
Total %,14,14,12,12,12,12,12,13,64,36,100
Participation rate,58,81,44,21,34,–,–,–,40,13,
Gender,,,,,,,,,,,
Male,40,39,42,41,41,47,44,43,40,45,42
Female,60,61,58,59,59,53,56,57,60,55,58
Age group,,,,,,,,,,,
18–30,13,18,10,13,17,43,27,35,14,35,22
31–45,31,31,31,35,34,34,35,31,32,33,33
44–60,36,32,37,31,32,19,27,20,33,22,29
61–75,20,19,24,21,17,4,12,14,20,10,16
Area,,,,,,,,,,,
City,26,21,9,20,45,86,90,81,24,86,46
Town,38,25,37,45,42,9,4,16,37,10,27
Village/countryside,37,54,55,36,13,4,6,2,39,4,26
Education,,,,,,,,,,,
"Primary or
lower",17,8,5,2,22,4,13,3,11,7,9
Low,31,22,28,20,9,19,20,11,22,16,20
Intermediate,38,43,35,35,31,35,32,38,37,35,36
High,13,28,32,43,38,42,35,48,30,42,34
