0,1,2,3,4,5,6
,,“Rosavirus B” (n = 3),,,“Rosavirus C” (n = 10),
Gene,Ka,Ks,Ka/Ks,Ka,Ks,Ka/Ks
P1,,,,,,
VP4,0.011,0.045,0.244,0.002,0.164,0.012
VP2,0.062,0.872,0.071,0.087,0.921,0.094
VP3,0.006,0.674,0.009,0.074,1.129,0.066
VP1,0.007,0.501,0.014,0.111,1.068,0.104
P2,,,,,,
2A,0.027,0.417,0.065,0.116,1.023,0.113
2B,0.005,0.339,0.015,0.088,0.822,0.107
2C,0.005,0.414,0.012,0.047,1.283,0.037
P3,,,,,,
3A,0.012,0.36,0.033,0.106,1.045,0.101
3B,0.011,0.376,0.029,0.131,0.575,0.228
3C,0.006,0.213,0.028,0.051,0.928,0.055
3D,0.003,0.294,0.010,0.054,1.059,0.051
doi:10.1371/journal.ppat.1005911.t005,,,,,,
