0,1,2,3,4,5,6
Table 1: HCV JFH-1 neutralization assay,,,,,,
Genotype,Nba,M/Fb ratio,Age (yr),HCV RNAc (log,Mean ± SDd,Rangee
,,,,IU/mL),,
1a,11,7/4,43 ± 6,5.90 ± 0.6,2.046 ± 0.671,0.926 – 3.121
1b,11,5/6,48 ± 16,6.16 ± 0.5,1.747 ± 0.462,0.934 – 2.356
2,11,9/2,63 ± 12,5.50 ± 0.9,2.128 ± 0.365,1.486 – 2.742
3,12,8/4,40 ± 11,5.66 ± 0.6,2.148 ± 0.478,1.326 – 2.977
4,10,4/6,45 ± 11,6.07 ± 0.7,1.786 ± 0.236,1.453 – 2.152
5,2,1/1,66 ± 14,6.06 ± 0.6,1.755 ± 0.005,nd
all,57,34/23,48 ± 15,5.83 ± 0.7,1.970 ± 0.491,0.934 – 3.121
a Number of samples tested.,,,,,,
"b F, female; M, male.",,,,,,
,"c HCV RNA measured using the Amplicor HCV Monitor assay, version 2.0 (Roche Diagnostics, Meylan, France) and expressed in log equivalents of",,,,,
IU/mL.,,,,,,
