0,1,2,3,4
640  |,,,,
,,,,TA B L E   4  Combination and number of
Virus combination,# SARI cases,Virus combination,# SARI cases,
,,,,non- influenza respiratory viral co-
AdV – RV,63,PIV3 – RSV – RV,3,infections from expanded SARI
RSV – RV,52,hMPV – AdV – PIV3,3,
AdV – RSV,48,PIV2 – RV,2,
PIV3 – RV,27,PIV1 – RSV – RV,2,
PIV3 – RSV,22,PIV1 – PIV3 – RSV,2,
AdV – PIV3,21,AdV – PIV3 – RSV,2,
hMPV – RV,15,AdV – PIV1 – RSV,2,
hMPV – AdV,12,AdV – PIV1 – PIV3,2,
PIV1 – RV,10,PIV2 – RSV,1,
PIV1 – RSV,10,PIV2 – PIV3,1,
AdV – PIV1,9,AdV – PIV3 – RSV – RV,1,
AdV – RSV – RV,8,AdV – PIV2,1,
hMPV – PIV3,8,AdV – PIV2 – RV,1,
hMPV – RSV,7,hMPV – PIV3 – RV,1,
AdV – PIV3 – RV,5,hMPV – PIV1,1,
PIV1 – PIV3,4,hMPV – AdV – RSV,1,
AdV – PIV1 – RV,4,hMPV – AdV – PIV3 – RV,1,
