0,1,2,3,4,5,6,7
"Antibodies 2019, 8, 1",,,,,,,11 of 22
"Antibodies 2018, 7, x FOR PEER REVIEW",,,,,,,
,,,,Table 1. Cont.,,,
"Antibodies 2018, 7, x FOR PEER REVIEW",,,,,,,
VHH Format,,,Functionality,,Virus,Reference,
VHH linked to COMP48,,,,,,,
,-,Enhance and broaden antiviral activity,,,Rabies,Boruah et al. [59],
VHH linked to IgG,,,,,,,
VHH linked to IgG,,,,,,,
VHH linked to IgG,,,,,,,
,,,,-,,,
,,,,-,,,
,,-,Effector function,,,,
,,,,,HIV,Sun et al. [77],
,,,"-
Targeting",,,,
VHH Format,,,,,,,
VHH linked to cytotoxic domain,,,,,,,
VHH linked to cytotoxic domain,,,,,,,
,,,,-,,,
,,,,-,,,
,,-,Effector function,,HSV-2,Geoghegan et al. [78],
"VHH linked to liposome
VHH linked to liposome",,,,,,,
,,,,-,,,
,,-,Effector function,,,,
,,,,,HIV,Wang et al. [79],
,,,"-
Targeting",,,,
