0,1,2,3,4,5
Table 6: Enzyme frequency for creating fragment length polymorphisms in SARS and mumps viruses,,,,,
Enzyme,SARS,Mumps,Enzyme,SARS,Mumps
Tru9I,335,149,NciI,54,32
Hsp92II,320,98,EcoRV,52,36
Rsal,318,101,TthlllI,52,15
DdeI,317,104,EclHKI,52,11
Alul,270,135,Csp45I,51,29
Bsp1286I,227,48,Bbul,47,14
TaqI,213,121,SphI,47,14
CfoI,195,54,Bst98I,44,20
HhaI,195,54,XbaI,41,28
MboI,190,135,XmnI,39,29
Sau3AI,190,135,NheI,39,14
HinfI,179,105,AccB7I,39,8
AccI,170,45,NcoI,35,8
VspI,161,62,HpaI,34,8
BstOI,160,77,EcoRI,32,23
MspAI,140,55,AvaI,30,32
Styl,133,39,NruI,24,4
Sau96I,132,74,BclI,23,33
AvalI,128,57,HindIII,22,27
SinI,128,57,Sall,21,15
HincII,126,24,BssHII,20,4
BsrSI,119,49,Eco72I,19,6
RvuII,114,40,Smal,17,12
Dral,113,26,Xmal,17,12
Pstl,113,13,XhoI,13,14
XhoII,112,69,Mlul,13,0
Haell,112,18,Clal,9,12
HaelIl,110,83,SnaBI,8,4
Scal,103,16,Nael,6,8
HpaII,91,82,NgoMI,6,8
MspI,91,82,Eco47III,3,18
Sspl,91,33,Stul,3,17
BanII,91,18,BamHl,0,24
EcoICRI,91,8,AcyI,0,18
Spel,85,21,BalI,0,18
Ndel,83,20,Hsp92I,0,18
Nsil,82,8,Bgll,0,12
Acc65I,74,9,Agel,0,11
KpnI,74,9,BsaOI,0,9
BstXI,73,6,SacI,0,6
Bsu36I,72,16,AatII,0,4
BsrBRI,65,41,Apal,0,4
BglIl,64,35,Pvul,0,4
BanI,62,17,BstZI,0,3
BstEII,61,8,Eco52I,0,3
Alw441,59,6,SacII,0,2
