0,1,2,3,4,5,6,7
,,"Table 1: Laboratory-conﬁrmed and lethal cases of inﬂuenza in Georgia, 2009–2011.",,,,,
,,2009-2010,,,2010-2011,,
,,"A (H1) (N, %)",,"A (H1) (N, %)",,B,
Age group (years),Total cases,Lethal cases,Total cases,Lethal cases,Total cases,,Lethal cases
0–4,210 (16.3),0 (0),150 (24.2),1 (3.4),187 (32.0),,0 (0)
5–14,410 (31.8),1 (3),91 (14.7),1 (3.4),139 (23.8),,0 (0)
15–29,404 (31.4),13 (39),189 (30.5),3 (10.3),95 (16.3),,0 (0)
30–54,199 (15.4),17 (51.5),121 (19.5),19 (65.5),55 (9.4),,2 (13.3)
55–64,29 (2.25),0,31 (5),0,45 (7.7),,3 (20)
65+,18 (1.4),2 (6),34 (5.5),5 (17.2),53 (9.0),,10 (67)
Age not registered,16 (1.2),0,3 (0.48),0,10 (1.7),,0
Total,1286,33,619,29,584,,15
