0,1,2,3,4,5,6
Table 6: Willingness to undertake preventative measures,,,,,,
,I am not,A few days,A few weeks,More than a,I don't know,NA
,willing,,,month,,
Avoid public,o,o,o,o,o,o
transportation,,,,,,
Avoid places,o,o,o,o,o,o
of,,,,,,
entertainment,,,,,,
like,,,,,,
"restaurants,",,,,,,
bars and,,,,,,
theaters,,,,,,
Avoid (sport),o,o,o,o,o,o
clubs,,,,,,
Shop less and,o,o,o,o,o,o
for necessary,,,,,,
items only,,,,,,
Stay home,o,o,o,o,o,o
from work,,,,,,
Keep kids at,o,o,o,o,o,o
home and,,,,,,
away from,,,,,,
school,,,,,,
Avoid social,o,o,o,o,o,o
contact with,,,,,,
friends and,,,,,,
family,,,,,,
Avoid medical,o,o,o,o,o,o
professionals,,,,,,
Stay indoors,o,o,o,0,o,o
