0,1,2,3,4,5,6,7,8,9,10
,,,Table 3. Cont.,,,,,,,
,,,,ct Value,,,,,,
,,HPAI,,,2.3.2.1,,,2.3.4.4,,
Samples Description,,,,,,,,,,Clade **
,IAV *,,,,,,,,,
,Singleplex,,Multiplex,Singleplex,,Multiplex,Singleplex,,Multiplex,
,+,,,,,,,,,
Feces sample #49,23.6,,24.3,23.42,,24.52,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #50,23.9,,24.14,24.16,,24.6,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #51,22.32,,22.85,22.71,,23.22,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #52,24.67,,24.4,24.36,,24.37,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #53,21.32,,22.06,21.22,,21.71,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #54,18.97,,18.53,ND,,ND,18.3,,18.94,2.3.4.4
,+,,,,,,,,,
Feces sample #55,23.3,,23.22,23.17,,22.93,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #56,22.42,,22.79,22.94,,23,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #57,22.8,,22.92,22.43,,22.36,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #58,25.22,,25.04,24.17,,25.05,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #59,23.57,,23.83,23.91,,23.38,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #60,23.06,,23.78,23.54,,23.39,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #61,ND,,ND,ND,,ND,ND,,ND,LPAI
,+,,,,,,,,,
Feces sample #62,24.81,,24.75,23.93,,24.55,ND,,ND,2.3.2.1c
,+,,,,,,,,,
Feces sample #63,18.6,,18.09,ND,,ND,18.93,,19.16,2.3.4.4
,+,,,,,,,,,
Feces sample #64,18.16,,18.2,ND,,ND,19.16,,19.3,2.3.4.4
,+,,,,,,,,,
Feces sample #65,ND,,ND,ND,,ND,ND,,ND,LPAI
,+,,,,,,,,,
Feces sample #66,23.79,,23.94,24.28,,24.4,ND,,ND,2.3.2.1a
,+,,,,,,,,,
Feces sample #67,23.78,,23.78,23.83,,24.25,ND,,ND,2.3.2.1a
,+,,,,,,,,,
Feces sample #68,24.25,,24.37,24.47,,24.66,ND,,ND,2.3.2.1c
ND: not detected; LPAI: low-pathogenic avian inﬂuenza. * Primers and probes set for M gene speciﬁc performed using the protocol from the WHO manual on animal inﬂuenza diagnosis,,,,,,,,,,
