0,1,2,3
HIV/AIDS,,,
A,,,
Hepatitis C,,,
Inﬂuenza vaccine,,,
LRTI,,,
SSTI,,,
Sepsis/catheter related,,,
Hepatitis B,,,
Pharmacology,,,
Malaria,,,
Diarrheal diseases,,,
STD excluding HIV,,,
Tuberculosis,,,
Surgical site infection,,,
URTI,,,
Childhood cluster disease,,,
Abdominal infection,,,
Urinary tract infection,,,
Meningitis,,,
Invasive fungal infection,,,
Pneumococcal disease,,,
Staphylococcus aureus,,,
Helicobacter pylori,,,
Tropical cluster diseases,,,
Miscellaneous,,,
Antibiotic stewardship,,,
Cytomegalovirus,,,
Ophthalmic infection,,,
Varicella,,,
Otitis media,,,
Dengue,,,
Encephalitis,,,
Probiotics,,,
Hemorrhagic viruses,,,Single disease category
Intestinal nematode infection,,,Multiple disease categories
Rabies,,,
Bacterial vaginosis,,,
Japanese encephalitis,,,
,0,500,"1000
1500"
