0,1,2,3,4,5,6,7,8,9
,,,,,,,,Epidemiological and Clinical Signatures,
,Table 2. The prevalence of different respiratory pathogens from July 2009 to June 2014.,,,,,,,,
Pathogen,Male,Female,P$,SAURTIG,SALRTIG,RTICLDG,RTISNPSG,RTIIDG,P*Value
,(n = 7523),(n = 4979),Value,(n = 3586),(n = 4507),(n = 1841),(n = 2212),(n = 356),
IAV,844(11.22),545(10.95),0.634,437(12.19),270(5.99),116(6.3),699(31.6)#,85(23.88),<0.05
IBV,278(3.70),223(4.48),<0.05,73(2.04),79(1.75),28(1.52),174(7.87)#,16(4.49),<0.05
RSV,956(12.71),421(8.56),<0.05,78(2.18),837(18.57)#,78(4.24),281(12.7),52(14.61),<0.05
MP,369(4.91),298(5.99),<0.05,126(3.15),324(7.19),51(2.77),117(5.29),39(10.96)#,<0.05
HMPV,199(2.65),103(2.69),<0.05,54(1.51),120(2.62),26(1.41),85(3.84)#,5(1.4),<0.05
HCoV,359(4.77),223(4.48),0.446,103(2.87),172(3.81),42(2.28),232(10.49)#,37(10.39),<0.05
229E,41(0.54),45(0.9),<0.05,8(0.22),37(0.82),5(0.27),33(1.49),8(2.25)#,<0.05
OC43,242(3.22),141(2.83),0.221,79(2.2),115(2.55),25(1.36),154(6.96)#,24(6.74),<0.05
NL63,47(0.62),24(0.48),0.229,2(0.06),11(0.24),6(0.33),41(1.85)#,2(0.56),<0.05
HKU1,29(0.39),13(0.26),0.239,14(0.39),9(0.2),6(0.33),4(0.18),3(0.84)#,0.12
PIV,311(4.13),130(2.61),<0.05,66(1.84),198(4.39),17(0.92),71(3.21),17(4.78)#,<0.05
PVI1,73(0.97),27(0.54),<0.05,9(0.25),39(0.86),6(0.32),11(0.49),5(1.4)#,<0.05
PIV2,49(0.65),25(0.5),0.287,17(0.47),24(0.53),0(0),21(0.95)#,0(0),<0.05
PIV3,154(2.05),77(1.55),<0.05,37(1.03),125(2.73),8(0.43),29(1.31),10(2.81)#,<0.05
PIV4,35(0.47),1(0.02),<0.05,3(0.08),10(0.22),3(0.16),10(0.45),2(0.56)#,<0.05
EV,306(4.06),178(3.6),0.162,36(1),153(3.39),32(1.74),152(6.87)#,22(6.18),<0.05
HBoV,144(1.91),79(1.58),0.176,23(0.64),86(1.9),18(0.98),24(1.08),13(3.65)#,<0.05
HRV,252(3.35),91(1.83),<0.05,72(2),122(2.71),59(3.2)#,55(2.49),4(1.12),<0.05
CP,47(0.62),18(0.36),<0.05,14(0.39),27(0.6),5(0.27),14(0.63)#,1(0.28),0.298
ADV,304(4.04),254(5.1),<0.05,70(1.95),216(4.79),62(3.38),85(3.84),30(8.43)#,<0.05
