0,1,2,3,4,5
,,Table 2. Small molecule viral inhibitors against MERS-CoV.,,,
Inhibitor,Testing Model,Cell Lines,EC50 (µM),CC50 (µM),Ref.
,,Inhibitors blocking the binding between virus and host cells,,,
ADS-J1,In vitro,NBL-7 and Huh-7 cells,0.6,26.9,[27]
,,Inhibitors disrupting endocytosis,,,
,,,23.33 ± 2.89 a;,,
,,,,>40;,
Chlorpromazine,In vitro,Huh-7 cells,49 ± 1.2;,,"[5–7,26]"
,,,,21.3 ± 1.0,
,,,9.514,,
,,,16.67 ± 7.22 a;,,
Promethazine,In vitro,Huh-7 cells,,>40,"[7,26]"
,,,11.802,,
,,,15.00 ± 4.33 a;,,
Fluphenazine,In vitro,Huh-7 cells,,~40,"[7,26]"
,,,5.868,,
K11777,In vitro,Vero cells,0.046,>10,[32]
Camostat,In vitro,Vero-TMPRSS2 cells,~1,-,[31]
Ouabain,In vitro,Huh-7 cells,~0.05,-,[35]
Bufalin,In vitro,Huh-7 cells,0.01–0.015,-,[35]
Dihydrotanshinone,In vitro,-,0.5–1 µg/mL,-,[36]
,Inhibitors interrupting MERS-CoV MERS-CoV RNA replication and translation,,,,
Disulﬁram,In vitro,-,22.7 ± 0.5,-,[47]
3k,In vitro,-,5.8 ± 1.6,-,[48]
3h,In vitro,-,7.3 ± 2.1,-,[48]
3i,In vitro,-,7.4 ± 2.2,-,[48]
CE-5,In vitro,HEK293T cells,~12.5,-,[53]
6b,In vitro,Huh-7 cells,1.4 ± 0.0,>100,[54]
6c,In vitro,Huh-7 cells,1.2 ± 0.6,>100,[54]
6d,In vitro,Huh-7 cells,0.6 ± 0.0,58.6 ± 1.2,[54]
,,,1.56 ± 0.09;,,
GC376,In vitro,-,,>150,"[52,55]"
,,,0.9,,
GC813,In vitro,-,0.5,-,[52]
10a,In vitro,Vero81 cells,0.5,>100,[52]
10c,In vitro,Vero81 cells,0.8,>100,[52]
N3,In vitro,-,0.28 ± 0.02,-,[56]
