0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 3. The results of the quantitative analysis for the tri-marker compounds and the fingerprint analysis assessed by LQPM.,,,,,,,,,,,,,,
,,Content (mg(cid:2)g-1),,,,R%,,r,b,,,α,,
No.,,,,,P3C%,,ΔE1,,,ΔE2,ΔE3,,Grade,Quality
,MT,SPR,OMT,SUM,,,,,,,,,,
S1,217.57,231.16,88.55,537.28,96.7,95.5,-1.2,0.997,94.9,-1.9,-0.7,0.007,2,better
S2,195.11,201.96,75.97,473.04,84.7,86.6,1.9,1.000,86.1,1.4,-0.5,0.006,3,good
S3,235.51,248.77,91.73,576.01,102.9,103.2,0.3,1.000,102.9,0.0,-0.3,0.003,1,best
S4,236.03,245.87,90.70,572.59,102.2,102.7,0.5,1.000,102.6,0.4,-0.1,0.000,1,best
S5,232.14,243.02,89.59,564.75,100.8,103.4,2.6,1.000,102.2,1.4,-1.3,0.012,1,best
S6,254.64,263.75,96.80,615.19,109.7,110.5,0.8,1.000,110.2,0.5,-0.4,0.003,3,good
S7,234.36,242.98,94.24,571.58,102.9,103.7,0.8,1.000,102.4,-0.5,-1.3,0.013,1,best
S8,240.58,249.81,92.05,582.44,103.9,104.8,0.9,1.000,104.2,0.3,-0.7,0.006,1,best
S9,257.31,266.62,98.57,622.51,111.1,111.9,0.8,1.000,111.0,-0.1,-1.0,0.009,3,good
S10,244.63,256.93,92.02,593.59,105.5,105.3,-0.2,1.000,105.3,-0.3,0.0,0.000,2,better
S11,237.67,246.59,92.77,577.03,103.3,103.5,0.2,1.000,103.6,0.3,0.1,0.001,1,best
S12,259.75,271.07,101.86,632.67,113.3,113.7,0.4,1.000,112.6,-0.7,-1.1,0.010,3,good
S13,251.95,264.00,94.70,610.65,108.5,107.4,-1.1,1.000,107.2,-1.3,-0.2,0.002,2,better
S14,261.54,271.06,104.91,637.51,114.7,113.7,-1.0,1.000,112.6,-2.1,-1.1,0.009,3,good
S15,221.87,230.42,84.41,536.70,95.7,97.4,1.7,1.000,96.2,0.5,-1.1,0.012,1,best
S16,250.64,260.95,98.17,609.76,109.2,106.9,-2.3,1.000,107.0,-2.3,0.0,0.000,2,better
S17,191.30,234.39,85.53,511.22,92.2,92.1,-0.1,0.996,91.6,-0.6,-0.6,0.006,2,better
S18,217.96,269.92,97.40,585.28,105.4,105.0,-0.4,0.996,104.4,-1.0,-0.5,0.005,1,best
S19,180.07,173.33,63.34,416.74,73.8,75.1,1.3,0.998,76.5,2.7,1.4,0.018,4,ﬁne
S20,255.65,244.82,92.22,592.70,105.5,103.3,-2.2,0.998,104.1,-1.4,0.7,0.007,1,best
S21,245.99,260.49,98.66,605.14,108.6,104.3,-4.3,0.999,106.0,-2.6,1.7,0.017,2,better
S22,231.75,243.71,90.84,566.30,101.3,101.5,0.2,0.999,103.8,2.5,2.3,0.022,1,best
S23,220.09,231.14,86.29,537.52,96.2,93.0,-3.2,0.999,94.2,-2.0,1.1,0.012,2,better
S24,211.85,223.33,83.54,518.72,92.9,91.9,-1.0,0.999,93.0,0.1,1.0,0.011,2,better
S25,215.84,225.80,86.72,528.36,95.0,92.7,-2.3,0.998,92.8,-2.2,0.2,0.001,2,better
S26,202.66,211.18,78.75,492.59,88.1,84.6,-3.5,0.998,85.7,-2.4,1.1,0.012,3,good
S27,197.52,218.35,78.83,494.70,88.4,88.5,0.1,0.998,89.3,0.9,0.8,0.009,3,good
RFP,228.77,240.79,89.50,559.06,100.0,100.0,0.0,1.000,100.0,0.0,0.0,0.000,1,best
RS,228.63,237.62,86.59,552.84,98.5,98.8,0.3,0.998,99.3,0.8,0.5,0.005,1,best
,doi:10.1371/journal.pone.0161146.t003,,,,,,,,,,,,,
