0,1,2,3,4,5
Characteristics of the population,,ARI (%)(cid:3),Infected (%)(cid:3)(cid:3),,
,,Total,,,
,,,Total infection,Single infection,Co-infection
,,N = 1560,,,
,,,N = 1128,N = 965,N = 163
Gender,Male,824 (52.8),601 (72.9),504 (61.2),97 (11.7)
,Female,736 (47.2),527 (71.6),461 (62.6),66 (9.0)
Age group (years),< 1,325 (20.8),237 (72.9),194 (59.7),43 (13.2)
,1–3,674 (43.2),523 (77.6),436 (64.7),87 (12.9)
,4–6,259 (16.6),201 (77.6),178 (68.7),23 (8.9)
,(cid:21) 7,302 (19.4),167 (55.3),157 (52.0),10 (3.3)
