0,1,2,3,4,5,6,7
Table 3.,"Etiology of ARLI cases by age group, 2007–2008*",,,,,,
,Age group in years,,,,,,
Virus identiﬁed,0–2,3–4,5–17,18–49,50–64,>65,Total
Inﬂuenza A,0 (0%),0 (0%),1 (6%),1 (5%),3 (25%),1 (50%),6 (6%)
Inﬂuenza B,0 (0%),0 (0%),1 (6%),2 (10%),1 (8%),0 (0%),4 (4%)
Entero ⁄ Rhinovirus,19 (50%),2 (29%),5 (31%),7 (33%),2 (17%),1 (50%),36 (38%)
Metapneumovirus,4 (11%),1 (14%),6 (38%),2 (10%),2 (17%),0 (0%),15 (16%)
Parainﬂuenza (1–4),1 (3%),0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),1 (1%)
RSV (A and B),5 (13%),2 (29%),1 (6%),1 (5%),0 (0%),0 (0%),9 (9%)
Adenovirus,2 (5%),0 (0%),0 (0%),1 (5%),0 (0%),0 (0%),3 (3%)
Coronavirus,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Negative,7 (18%),2 (29%),2 (13%),7 (33%),4 (33%),0 (0%),22 (23%)
Total pathogens detected,38 (100%),7 (100%),16 (100%),21 (100%),12 (100%),2 (100%),96 (100%)
