0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,MERS-CoV prevalence in the across the GCC Countries,,
Table 3. Gender- and age-specific distribution of MERS-CoV infections among the GCC countries.,,,,,,,,,,
Country,Total,,By gender,,,,By age,,,Missing data
,,Male,,Female,<20,20–39,,40–59,(cid:21)60,
Bahrain,1,1,,0,0,0,,0,1,0
Kuwait,4,3,,0,0,0,,2,1,1
Oman,8,6,,1,0,2,,3,2,7
Qatar,16,10,,1,0,1,,3,6,6
Saudi Arabia,1441,871,,446,33,356,,457,471,124
UAE,80,56,,22,3,32,,27,16,2
GCC total,1550,947,,470,36,391,,492,497,140
,https://doi.org/10.1371/journal.pone.0183850.t003,,,,,,,,,
