0,1,2,3,4,5,6
,,,any SAFV positives among the asymptomatic children while 25/1829 (1.37%) swabs from,,,
Table 3. Age distribution of patients with SAFV or other viruses in throat swabs.,,,,,,
Age,No. tested,No. SAFV-positives,No. SAFV-negatives,,No. of children with other viruses,
(yrs),Children,,,,,
,,,,0 virus,1–2 viruses,> 2 viruses
0–1,2,0,2,0,1,1
2–3,21,1,20,4,15,2
4–5,12,0,12,6,6,
6–7,6,1,5,2,4,
8–9,0,,,,,
10–11,4,0,4,3,1,
12–13,0,,,,,
Total (%),45,2 (4%),43 (96%),15 (33%),27 (60%),3 (7%)
