0,1,2,3,4,5,6,7,8
Table 1. Comparison of cellular,,immune responses with different delivery methods for,,,the same malaria antigen (ME-TRAP) at seven days after,,,the ﬁnal vaccination.
,Immunogenicity as measured by ex vivo interferon-gamma ELISPOT using the same ELISPOT method and peptide pools in the same lab.,,,,,,,
,,,,Prime-boost,,Mean SFC/106,Efﬁcacy against,
Vector(s),Regimen,Dose,Route,interval,N,PBMC (S.E.M),malaria?(cid:1),Reference
,,,,,,,,113
Fowlpox (FP9),FF,1 £ 108 pfu,i.d.,4 weeks,8,15 (85),NT,
,,,,,,,,114
DNA,DDD,500mg,i.m.,3 weeks,4,48 (20),No,
MVA,MMM,3 £ 107 pfu,i.d.,3 weeks,9,41 (13),No,
DNA-MVA,DDDM,1000mg-3 £ 107 pfu,i.d.-i.m.,3 weeks,3,162 (112),No,
,,,,,,,,115
FP9-MVA,FM,1 £ 108 p.f.u.-1.5 £ 108 pfu,i.d.-i.d.,4 weeks,5,350 (360),No,
,,,,,,,,"115,116"
FP9-MVA,FFM,1 £ 108 p.f.u.-1.5 £ 108 pfu,i.d.-i.d.,3 weeks,12,475 (375),13% (no efﬁcacy in,
,,,,,,,malaria-exposed subjects),
,,,,,,,,"14,117"
ChAd63,ChAd63,5 £ 1010 vp,i.m.,None,10,726 (189),No,
ChAd63-MVA,ChAd63-MVA,5 £ 1010 vp- 2 £ 108 pfu,i.m.-i.d.,8 weeks,15,2646 (522),21% (67% efﬁcacy in,
,,,,,,,malaria-exposed subjects),
