0,1,2,3
,,Table 3 Codon pair bias scores of selected HIV-1 gag,
,recoded synthetic constructs,,
175,,,
,Gag,CPB Score,Number of mutations
,HIV-Gwt,0.035,0
150,,,
,HIV-GminA,−0.091,118
125,HIV-GminB,−0.077,97
**,HIV-GminC,−0.070,93
100,,,
p24/GFP relative to HIV-Pwt control (%),HIV-GminD,−0.011,34
,HIV-GminAB,−0.203,215
75,,,
,HIV-GminAC,−0.193,211
50,HIV-GminAD,−0.133,152
,HIV-GminBC,−0.183,190
25,,,
,HIV-GminBD,−0.123,131
,HIV-GminCD,−0.113,127
0,,,
,HIV-GminABC,−0.305,308
,HIV-GminABD,−0.242,249
,HIV-GminACD,−0.235,245
Figure 3 Single-cycle infectivity assay of HIV-1 protease codon,HIV-GminBCD,−0.225,224
pair–recoded synthetic constructs. HIV-1 protease codon pair–,,,
,HIV-Gmin,−0.348,342
recoded synthetic constructs (Figures 1 and 2) were introduced into,,,
the GFP reporter HIV-1 infectious clone pNL4-3-deltaE-EGFP. The,,,
