0,1,2,3
BioMed Research International,,,5
,Table 3: Relationship between single and multiple viral infections.,,
,Single viral,Multiple viral,
Viral groups,,,P
,infections (%),infections (%),
AdV,11.3,35.2,<0.05
HBoV,13.7,11.2,0.638
HCoV-229E,1.5,1.3,0.451
HCoV-NL63,1.6,1.9,0.186
HCoV-OC43,"7
.9",3.2,0.356
HEV,4.9,12.7,<0.05
HRV,41.2,36.7,0.571
Flu-A,9.7,4.5,0.371
Flu-B,"7
.2",3.4,0.135
HMPV,15.3,8.7,0.147
PIV-1,1.1,0.5,0.119
PIV-2,1.1,0.7,0.157
PIV-3,3.4,1.9,0.213
PIV-4,4.5,2.3,0.183
RSV A,11.3,6.7,0.295
RSV B,12.5,"7
.8",0.314
Significant difference 𝑃 ≤ 0.05.,,,
