0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 4 Shedding and serotypes of feline coronavirus detected in FIP cats in the cat shelter,,,,,,,,,,,,,,
Cat,Sample,,,,,,,Days before death,,,,,,
no.,,,,,,,,,,,,,,
,,−80,−66,−60,−57,−50,"−43
−36","−29
−25
−23",−20,−18,−14,−12,"−8
−6","−4
0*"
9,Feces,,I,,,,,,,,,,I,II
,NOC swabs,,,,,,,,,,,,,II
,Viremia,,,,,,,,,,,,II,+
,Effusions,,,,,,,,,,,,"II
II",II
11,Feces,,,,,,-,-,,,-,,II,II
,NOC swabs,,,,,,,,,,-,,-,II
,Viremia,,,,,,,-,,,-,-,-,-
,Effusions,,,,,,+,,,,,,,II
12,Feces,-,+,-,,-,-,"-
-
-
-",-,-,-,+,,"II
II"
,NOC swabs,,,,,-,-,"-
-
-
-",-,-,-,-,,"II
II"
,Viremia,-,,-,,-,-,"-
-
-
-",-,II,+,+,,-
,Effusions,II,,,,,,,,,,,,II
+: FCoV positive; -: FCoV negative.,,,,,,,,,,,,,,
