0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,Methyltransferase Mutants as Dengue Virus Vaccine,,,
,Table 5. Ae. aegypti susceptibility according to virus type and titer.,,,,,,,,,,
,Titer (log10,Infected/total female,,,,,Disseminated/total female,,,,
Virus,PFU/ml),mosquitoes (%)*,,x2,df,P-Value,mosquitoes# (%),,x2,df,P-Value
WT,5,24/82,(29%),0.403,2,0.8175,20/82,(24%),1.472,2,0.479
,4,1/72,(1%),2.305,2,0.3159,1/72,(1%),2.305,2,0.316
,3,3/53,(6%),3.151,2,0.2069,2/53,(4%),1.725,2,0.422
E217A,5,0/47,(0%),n/a,2,n/a,0/47,(0%),n/a,2,n/a
,4,0/40,(0%),n/a,2,n/a,0/40,(0%),n/a,2,n/a
,3,0/60,(0%),n/a,2,n/a,0/60,(0%),n/a,2,n/a
*Infected: presence of virus in abdomen.,,,,,,,,,,,
,#Disseminated: presence of virus in thorax.,,,,,,,,,,
,doi:10.1371/journal.ppat.1003521.t005,,,,,,,,,,
