0,1,2,3,4
Mediators of Inflammation,,,,11
,,Table 8: Impact of GI-tract diseases on T cells populations in biological prosthesis recipients.,,
T cells populations,"Healthy donors, 𝑛 = 48","GI-tract diseases, 𝑛 = 13","No GI-tract diseases, 𝑛 = 12",𝑝 value
+,,,,1-2 𝑝 = 0.002
"CD3
%",78.27 (73.07; 82.52),66.98 (62.34; 76.34),70.67 (66.32; 76.92),
,,,,1–3 𝑝 = 0.02
+,,,,
"abs.
CD3",1419.31 (1126.25; 1735.91),1230.80 (941.04; 1526.80),1281.15 (1122.01; 1461.93),n/s
"+
+",,,,
"CD3
CD8
%",25.80 (20.64; 33.20),23.07 (18.02; 25.75),26.84 (20.34; 36.02),1-2 𝑝 = 0.04
"+
+",,,,
"CD3
CD8
abs.",462.37 (349.70; 647.87),360.40 (280.98; 464.44),478.00 (327.14; 701.41),1-2 𝑝 = 0.04
,,,,1-2 𝑝 = 0.002
CM Tcyt%.,11.50 (8.70; 16.38),6.44 (4.20; 7.94),5.59 (3.21; 6.30),
,,,,1–3 𝑝 < 0.001
,,,,1-2 𝑝 < 0.001
CM Tcyt abs.,51.69 (36.70; 74.30),22.28 (13.17; 38.49),23.45 (19.23; 29.84),
,,,,1–3 𝑝 < 0.001
EM Tcyt%,31.82 (18.80; 43.55),32.94 (28.76; 42.60),21.75 (13.0; 33.86),𝑝 = 0.02
EM Tcyt abs.,122.56 (74.29; 196.04),134.98 (116.62; 158.90),108.44 (60.61; 147.64),n/s
,,,,1-2 𝑝 < 0.001
TEMRA Tcyt%,26.67 (19.58; 34.93),46.69 (43.46; 49.49),59.60 (42.14; 68.43),
,,,,1–3 𝑝 < 0.001
TEMRA Tcyt abs.,104.32 (72.94; 188.42),140.19 (129.60; 206.02),277.78 (144.12; 461.98),1–3 𝑝 = 0.002
,,,,1-2 𝑝 < 0.001
N Tcyt%,24.46 (16.51; 39.58),12.06 (8.10; 14.28),13.43 (7.45; 25.74),
,,,,1–3 𝑝 = 0.02
,,,,1-2 𝑝 < 0.001
N Tcyt abs.,98.47 (56.29; 199.74),40.57 (26.37; 54.33),45.06 (33.97; 106.42),
,,,,1–3 𝑝 = 0.01
"+
+",,,,
"CD4
%
CD3",48.06 (41.04; 52.58),40.74 (36.19; 54.41),41.91 (38.31; 45.28),1–3 𝑝 = 0.02
"+
+",,,,
"CD3
CD4
abs.",835.92 (624.17; 1096.10),729.64 (579.04; 999.13),705.31 (646.06; 882.92),n/s
CM Th%,44.67 (38.42; 49.32),44.05 (39.33; 47.82),36.15 (34.83; 39.84),1–3 𝑝 = 0.02
CM Th abs.,338.29 (269.64; 484.11),330.65 (220.84; 449.51),257.76 (245.93; 302.12),1–3 𝑝 = 0.01
EM Th%,24.02 (17.54; 30.71),25.64 (18.83; 28.86),26.32 (15.97; 32.87),n/s
EM Th abs.,197.64 (150.63; 229.90),167.11 (144.86; 233.30),166.95 (122.94; 254.08),n/s
TEMRA Th%,0.82 (0.37; 1.67),1.49 (0.94; 2.05),2.31 (0.97; 4.01),1–3 𝑝 = 0.005
TEMRA Th abs.,6.17 (3.11; 13.58),10.34 (6.19; 15.86),17.45 (6.58; 33.99),1–3 𝑝 = 0.01
N Th%,29.88 (19.81; 36.00),30.67 (24.50; 36.61),33.39 (22.49; 41.32),n/s
N Th abs.,222.99 (145.88; 369.81),211.18 (140.38; 382.83),219.48 (140.96; 326.85),n/s
CD4/CD8,2.01 (1.34; 2.44),2.06 (1.57; 2.98),1.55 (1.09; 2.06),n/s
n/s: not significant.,,,,
