0,1,2,3,4,5,6,7,8,9,10,11,12,13
Table 3,,,,,,,,,,,,,
Preliminary Phyto-chemical analysis of P.,,,tomentosa crude extracts.,,,,,,,,,,
S.,Phytochemical Name,Name of the Test,T. asiatica,,,,,P.,tomentosa,,,,
No,,,,,,,,,,,,,
,,,Hx,EA,C,A,M,Hx,,EA,C,A,M
,,,–,–,–,þ,þ,–,,þ,–,–,–
1,Phenols,FeCl2,,,,,,,,,,,
2,Flavonoids,NaOH,þ,þ,þ,þ,þ,þ,,þ,þ,þ,þ
3,Alkaloids,Wanger's,þ,þ,þ,þ,þ,þ,,þ,þ,þ,þ
4,Saponins,Foam,þ,þ,þ,þ,þ,þ,,þ,þ,þ,þ
5,Tannins,Braymer's,–,–,–,þ,þ,–,,þ,–,þ,þ
6,Glycosides,Keller Killiani,–,þ,–,–,–,–,,–,þ,þ,–
7,Proteins,Biuret,þ,þ,þ,–,–,–,,–,þ,–,–
8,Amino Acid,Ninhydrin,–,þ,þ,þ,þ,–,,–,–,þ,þ
9,Quinones,Quinone test,þ,þ,–,–,–,þ,,–,þ,þ,þ
10,Carbohydrates,Fehlings,–,–,–,þ,–,–,,–,þ,þ,–
"þ ¼ Present, – ¼ Absent.",,,,,,,,,,,,,
