0,1,2,3,4,5,6
,Table 1. Distribution of translated sequence reads with similarity E score of <10,,,,,−10 to known mammalian
viral proteins.,,,,,,
,,,Equid,Equid,,Novel
Disease and,Equine,Equine,,,Horse,
Total Reads,,,Gamma,Gammaherpes,,"Parvovirus:
Bosavirus"
Sample Types,Hepacivirus,Pegivirus D,,,Parvovirus-CSF,
,,,Herpesvirus2,Virus5,,Eqcopivirus
Neuro Pool1,,,,,,
"2,575,048",,,,,1023,"17,058"
Plasma,,,,,,
Neuro Pool4,,,,,,
"1,106,824",,,,,,
CSF,,,,,,
Neuro Pool2,,,,,,
"1,612,796",7,,,,,
Plasma,,,,,,
Neuro Pool5,,,,,,
"1,028,398",,,,,,
CSF,,,,,,
Neuro Pool3,,,,,,
"2,080,966",,,,,,
Plasma,,,,,,
Neuro Pool6,,,,,,
"1,057,992",,,,,,
CSF,,,,,,
