0,1,2,3,4
"studies [47,78–81] to determine those best to use for the diagnostic or epidemiological surveillance need.",,,,
,Table 1. US FDA Emergency Use Authorized Zika Serological Diagnostic Tests.,,,
Zika Diagnostic Test,Manufacturer,Date of EUA,Target,Sample Types 1
,,,Inactivated Cell,
Zika MAC-ELISA,CDC,26 February 2016,Culture or Zika,"S, CSF"
,,,VLP Antigen,
ZIKV Detect 2.0 IgM,InBios,,,
,,17 August 2016,E,S
Capture ELISA,International,,,
LIAISON®XL Zika,DiaSorin,,,
,,5 April 2017,NS1,S
Capture IgM Assay,Incorporated,,,
,Siemens,,,
ADVIA Centaur Zika,Healthcare,18 September 2017,NS1,"S, P"
,Diagnostics,,,
DPP Zika IgM,Chembio,,,
,,27 September 2017,NS1,"F, S, P, WB"
Assay System,Diagnostic Systems,,,
,"1 F = Finger-stick Blood, CSF = Cerebrospinal Fluid, P = EDTA Plasma, S = Serum, WB = EDTA Whole Blood.",,,
