0,1,2,3,4,5,6,7,8
March 2015 (n = 30 persons investigated),,,,,,,,
,,Cases,,,Controls,,,
Food eaten,,,,,,,Crude OR (95% CI),Exact p value
,Total,Exposed,%,Total,Exposed,%,,
Carvery,20,20,100,10,5,50,Inda (4.21–Ind),0.002
Any sharing platter,19,0,0,10,3,30,0 (0.00–0.56),0.05
Side dish,20,0,0,10,2,20,0 (0.00–0.89),0.1
Any burger,20,0,0,10,1,10,0 (0.00–Ind),0.3
Any pie,20,0,0,10,1,10,0 (0.00–Ind),0.3
Any fish,19,0,0,10,1,10,0 (0.00–Ind),0.3
Any starter,19,0,0,10,1,10,0 (0.00–Ind),0.3
Any pudding,20,3,15,10,3,30,0.41 (0.04–3.97),0.3
Any drink,20,18,90,10,9,90,1 (0.02–21.72),1
