0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,Diarrheab or virus sheddingc at PID:,,,,,
,,Age (days),,,,,,,,,Serocon-
"Group, viruses, and calf no.",,,Clinical signa,,,,,,,,
,at,inoculation,,,,,,,,,versiond
,,,,1,2,3,4,5,6,7,
"Group 5, WD534tc/C 1 IND/A",,,,,,,,,,,
,,,,2,2,1,1,,,,
11,,6,Diarrhea,,,,,EUT,,,ND
,,,gpA shedding,1/1/1,1/1/1,1/1/1,1/1/1,,,,
,,,gpC shedding,2/2/2,1/1/1,1/1/1,1/1/2,,,,
,,,,1,1,,,,,,
12,,24,Diarrhea,,,EUT,,,,,ND
,,,gpA shedding,1/1/1,1/1/1,,,,,,
,,,gpC shedding,1/1/2,1/1/1,,,,,,
"Group 6, Cowden/C 1 IND/A",,,,,,,,,,,
,,,,2,1,1,1,1,1,1e,1
13,,6,Diarrhea,,,,,,,,
,,,gpA shedding,1/1/1,1/1/1,1/1/1,1/1/1,1/1/1,1/1/1,1/1/1,
,,,gpC shedding,1/1/1,1/1/2,1/1/2,1/2/2,1/2/2,1/2/2,2/2/2,
"Group 7, WD534tc/C 1 NCDV/A",,,,,,,,,,,
,,,,1,1,,,,,,
14f,,5,Diarrhea,,,EUT,,,,,ND
,,,gpA shedding,2/2/2,2/2/2,,,,,,
,,,gpC shedding,2/2/2,2/2/2,,,,,,
,,,,2,1,1,1,1,1,1g,1
15f,,6,Diarrhea,,,,,,,,
,,,gpA shedding,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,
,,,gpC shedding,1/2/2,1/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,
,,,,2,1,2,1,1,1,2,1
16h,,6,Diarrhea,,,,,,,,
,,,gpA shedding,1/1/2,1/1/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,
,,,gpC shedding,1/2/2,1/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,
,"a gpA shedding, group A rotavirus shedding; gpC shedding, group C rotavirus shedding.",,,,,,,,,,
