0,1,2,3,4,5,6
"Health and Quality of Life Outcomes 2009, 7:76",,,,,,http://www.hqlo.com/content/7/1/76
"Table 3: Frequency, severity, importance, minimal important difference and responsiveness of WURSS-44 Items",,,,,,
Item,Frequency,Severity,Importance,MID,MSE,Responsiveness
1,100.0,4.14 ± 1.42,4.06 ± 0.88,0.73,0.89,0.55
2,90.0,3.71 ± 1.77,3.31 ± 1.15,0.43,1.08,0.29
3,81.3,3.74 ± 1.84,3.45 ± 1.28,0.36,1.39,0.21
4,73.5,3.93 ± 1.92,4.26 ± 1.16,0.39,1.51,0.23
5,93.0,3.77 ± 1.82,3.67 ± 1.09,0.50,1.20,0.32
6,95.2,3.82 ± 1.79,3.36 ± 1.15,0.49,1.51,0.28
7,87.8,3.56 ± 1.83,3.09 ± 1.30,0.46,1.14,0.30
8,98.3,4.04 ± 1.63,3.71 ± 1.13,0.53,1.56,0.30
9,96.5,4.04 ± 1.77,3.76 ± 1.18,0.49,1.61,0.27
10,96.1,3.22 ± 1.73,3.04 ± 1.24,0.52,1.71,0.28
11,89.6,3.93 ± 1.70,4.14 ± 1.05,0.47,1.50,0.27
12,88.7,3.66 ± 1.84,3.89 ± 1.10,0.48,1.45,0.28
13,99.1,4.36 ± 1.74,4.39 ± 0.87,0.73,1.48,0.42
14,60.9,3.61 ± 1.91,2.98 ± 1.25,0.26,0.95,0.19
15,63.9,3.37 ± 1.78,3.13 ± 1.26,0.29,1.15,0.19
16,73.0,3.64 ± 1.82,3.54 ± 1.22,0.37,1.55,0.21
17,70.0,3.20 ± 1.83,3.69 ± 1.25,0.25,1.54,0.14
18,100.0,4.21 ± 1.84,4.10 ± 01.03,0.70,1.33,0.43
19,89.6,3.42 ± 1.81,3.55 ± 1.04,0.35,1.54,0.20
20,77.0,3.48 ± 1.72,3.47 ± 1.29,0.42,1.71,0.23
21,84.8,3.59 ± 1.68,3.38 ± 1.25,0.48,1.52,0.27
22,90.9,3.73 ± 1.66,3.41 ± 1.17,0.53,1.55,0.30
23,67.4,3.47 ± 1.73,2.97 ± 1.32,0.28,0.85,0.21
