0,1,2,3,4,5,6
,,ventricle  measured in  healthy  dogs.  Either  means  (SD)  or  medians  (IQR)  are  shown,,,,
,,depending on the parameter attaining a normal distribution or not on the Shapiro-Wilk,,,,
,normality test.,,,,,
,,,Females,Males,All,
,,,,,,P
,,,(n=16),(n=11),(n=27),
C48,,AP4,6.7,7.1,6.8,
,,,,,,0.7794
,TMAD,,(1.6),(1.1),(1.4),
GALECTIN-3 AS BIOMARKER IN HEART FAILURE SEC-,(mm),,6.9,7.7,7.2,
,,AP2,,,,0.3552
,,,(1.4),(1.5),(1.5),
ONDARY TO CHRONIC MITRAL VALVE DEGENERATION,,,,,,
,,AP4,13.6,13.1,13.4,
,,,,,,0.8479
"IN DOGS. J. Ribeiro de Castro1, A.M. Gimenes1, M.M. Manto-",TMAD,,(2.1),(1.9),(2.0),
,(%),,13.5,13.9,13.7,
"vani1, C.N. Duarte1, M.Y. Ueda1, L.C. Petrus1, G.T. Goldfeder2,",,AP2,,,,0.9093
,,,(2.3),(1.2),(1.9),
"M.H.M.A. Larsson2, D.S. Schwartz1. 1School of Veterinary Medi-",,AP4,24.5,24.5,24.5,
,,,,,,0.8831
,,,(20.8-26.0),(23.3-26.6),(22.5-26.0),
"cine
and Animal Science – University of S~ao Paulo (USP), S~ao",,,23.6,23.9,23.8,
,LSt*,AP2,,,,0.9694
"2University of Sao Paulo, S~ao Paulo,",,,(22.0-26.5),(22.4-26.2),(22.4-26.2),
"Paulo, Sao Paulo, Brazil,",,,,,,
,,Global,24.3,24.9,24.4,
,,,,,,0.6686
"Sao Paulo, Brazil",,,(21.5-25.0),(24.0-25.3),(22.9-25.0),
,,* Nonparametric data; TMAD: (cid:2)ssue mo(cid:2)on annular displacement calculated as the dislodgement of a virtual point,,,,
