0,1,2,3,4,5
TA B L E   5  Risk factors for increased severity of illness in adults with different human parainfluenza viruses (HPIV),,,,,
,Severitya,,,,
,,,,,Multivariable aOR
Variable,Mild (n = 237),Moderate (n = 41),Severe (n = 12),Bivariate P- value,(CI95)g
Sex—male,85 (79),17 (16),5 (5),0.44,–
Age (in y),,,,,
18- 64 (ref),109 (87),14 (11),3 (2),–,
≥65,128 (78),27 (16),9 (6),0.06,2.03 (1.01-4.11)
Race,,,,,
White (ref),88 (85),12 (11),4 (4),0.63,–
Black,36 (84),6 (14),1 (2),,
Asian,3 (75),1 (25),0 (0),,
Other,37 (79),8 (17),2 (4),,
Missing,73 (79),14 (15),5 (6),,
Insurance,,,,,
Private (ref),27 (90),2 (7),1 (3),0.83,–
Medicaid,65 (84),9 (12),3 (4),,
Medicare,121 (77),28 (18),8 (5),,
Self- pay,4 (80),1 (20),0 (0),,
Unknown,20 (95),1 (5),0 (0),,
HPIV Type,,,,,
1 (ref),28 (72),9 (23),2 (5),–,–
2,24 (89),3 (11),0 (0),0.37,0.35 (0.08- 1.44)
3,144 (81),24 (14),9 (5),0.03,0.53 (0.24- 1.20)
4,41 (87),5 (11),1 (2),<0.001,0.36 (0.12- 1.10)
Number of chronic conditionsb,,,,,
0,17 (94),1 (6),0 (0),<0.001,–
1,23 (85),4 (14),0 (0),,
2,36 (90),2 (5),2 (5),,
3,53 (85),6 (10),3 (5),,
≥4,108 (76),28 (20),7 (5),,
Type of chronic conditions,,,,,
Respiratoryc,113 (76),27 (18),9 (6),<0.001,2.51 (1.3-4.79)
Cardiovasculard,146 (81),29 (16),5 (3),<0.001,0.73 (0.37- 1.46)
Immunocompromisede,81 (86),11 (12),2 (2),0.17,–
Neurologicalf,29 (75),8 (20),2 (5),0.003,–
Co- infection,20 (77),4 (15),2 (8),0.44,–
