0,1,2,3,4,5
Journal of Toxicology,,,,,7
,Table 3: List of chosen antiviral peptides originating from scorpions.,,,,
scorpion,Fraction,Viruses,Dose,,Reference
,,HIV-1,—,,
,Mucroporin,,,,
,,HBV,,,
Lychas mucronatus,,HIV-1,—,,
,Mucroporin-M1,,,,
,,HBV,87 𝜇M (+),,
,Mucroporin-S1,HIV-1,>100 𝜇g/mL,,
,Bmkn2,HIV-1,—,,
Mesobuthus martensii Karsch,,,,[70–73],
,Kn2-7,HIV-1,2.76 𝜇g/mL (+),,
Chaerilus tricotanus,Ctriporin,HBV,—,,
,Hp1090,HCV,5 𝜇M (+),,
,,Measles,3.52 𝜇M (+),,
Heterometrus petersii kills,,,,,
,Mucroporin-M1,SARS-CoV,"7
.12 𝜇M (+)",,
,,H5N1,1.03 𝜇M (+),,
"The dose represents the MIC, the EC50% (+), or the EC100% (#) of the polypeptide.",,,,,
