0,1,2,3,4,5,6
Table 1. Demographic characteristics of,,the whole sample and distribution of participants in the five clusters,,,,
,,,Cluster,,,
,Never,"Support, contagiousness and",Contagiousness and,Always,No,
Characteristic,acceptable,lethality,lethality,acceptable,opinion,Total
Gender,,,,,,
Male,15 (11)a,49 (36),17 (12),29 (21)a,27 (20),137
Female,40 (24)a,59 (36),24 (15),20 (12)a,22 (13),165
Age,,,,,,
18–20 Years,14 (21)a,"13 (20)a,b","2 (3)a,b","21 (31)a,b,c","17 (25)a,b",67
21–30 Years,22 (27)b,16 (20)c,8 (10)c,10 (12)a,25 (31)c,81
31–40 Years,13 (18),"31 (43)a,c","19 (26)a,c",4 (6)b,"5 (7)a,c",72
40 + Years,"6 (7)a,b","48 (59)b,c",12 (15)b,14 (17)c,"2 (2)b,c",82
Religion,,,,,,
Christian,"6 (5)a,b","65 (53)a,b,c",15 (12)a,18 (15),18 (15),118
Muslim,31 (26)a,31 (26)a,10 (9)b,21 (18),25 (21),122
Animist,16 (34)b,11 (23)b,6 (13)c,8 (17),6 (13),47
Atheist,2 (13),1 (7)c,"10 (67)a,b,c",2 (13),0 (0),15
Educational,,,,,,
level,,,,,,
Elementary,"27 (39)a,b,c",19 (27)a,8 (11)a,8 (11),8 (11)a,70
Middle,"16 (19)a,b,c",29 (35)b,"20 (24)a,b,c",11 (13),7 (9)b,83
High,10 (11)b,30 (32)c,8 (8)b,21 (22),"26 (27)a,b",95
College,"2 (4)a,c","30 (56)a,b,c",5 (9)c,9 (17),8 (15),54
Total,55 (18),108 (36),41 (14),49 (16),49 (16),302
The figures in parentheses are percentages.,,,,,,
