0,1,2,3,4,5,6,7,8,9,10,11,12,13
and CI are expressed as percentages (%).,,,,,,,,,,,,,
Pseudoparasites taxa,,,PNALM (N = 88),,,PNM (N = 68),,,YNP (N = 186),,,Total (N = 342),
,,N+,P,CI,N+,P,CI,N+,P,CI,N+,P,CI
Trematoda,Dicrocoelium dendriticum,14,15.9,9.3–25.6,11,16.2,8.7–27.5,0,0,–,25,7.3,4.9–10.7
Nematoda,Capillariidae a,1,1.1,0.1–7.1,1,1.5,0.1–9.0,3,1.6,0.4–5.0,5,1.5,0.5–3.6
,Metastrongylus spp.,4,4.5,1.5–11.9,0,0,–,0,0,–,4,1.2,0.4–3.2
,Nematodirus sp.,0,0,–,1,1.5,0.1–9.0,0,0,–,1,0.3,0.0–1.9
,Toxocara cati,1,1.1,0.1–7.1,0,0,–,0,0,–,1,0.3,0.0–1.9
,Trichuris suis,3,3.4,0.9–10.3,0,0,–,0,0,–,3,0.9,0.2–2.8
Pseudoparasite taxa,,5,,,3,,,1,,,6,,
