0,1,2,3
Table 4. Clinical signs measured 5 days following NDV B1 challenge. Letters (a–b) indicate signiﬁcant,,,
,differences among vaccine and challenge groups for each week (p < 0.05).,,
,,Treatment,Clinical Signs
Week,,,
,Vaccine,Challenge,Mean ± SEM
,−,−,0.0 ± 0.0 a
,+,−,0.0 ± 0.0 a
20,,,
,+,+,0.4 ± 0.2 a
,−,+,1.6 ± 0.2 b
,−,−,0.0 ± 0.0
,+,−,0.0 ± 0.0
24,,,
,+,+,0.0 ± 0.0
,−,+,0.2 ± 0.1
,−,−,0.0 ± 0.0
,+,−,0.0 ± 0.0
28,,,
,+,+,0.0 ± 0.0
,−,+,0.1 ± 0.1
,−,−,0.0 ± 0.0
,+,−,0.0 ± 0.0
32,,,
,+,+,0.0 ± 0.0
,−,+,0.0 ± 0.0
,−,−,0.0 ± 0.0
,+,−,0.0 ± 0.0
36,,,
,+,+,0.0 ± 0.0
,−,+,0.0 ± 0.0
,Notes: SEM = Standard error of the mean.,,
