0,1,2,3
Table 1: Effect of IFN-α and IFN-γ on HSV-2 and HSV-1 plaque formation on Vero cells.,,,
,Treatment (IU/ml)a,Mean no. of plaquesb ± SEM,Fold reductionc
HSV-2 MS,Vehicle,137 ± 8.3,-
,IFN-α (100),82.5 ± 6.4,1.7
,IFN-γ (100),86 ± 6.6,1.6
,IFN-α (100)+IFN-γ (100),36.5 ± 4.3,3.8
,IFN-α (200),68 ± 5.8,2
,IFN-γ (200),72 ± 6,1.9
HSV-2 G,Vehicle,98.5 ± 7,-
,IFN-α (100),81 ± 6.4,1.2
,IFN-γ (100),98 ± 7,1
,IFN-α (100) + IFN-γ (100),11.5 ± 2.4,8.6
,IFN-α (200),52 ± 5.1,1.9
,IFN-γ (200),35 ± 4.2,2.8
HSV-1 KOS,Vehicle,133 ± 8.2,-
,IFN-α (100),68.5 ± 5.9,1.9
,IFN-γ (100),74.5 ± 6.1,1.8
,IFN-α (100) + IFN-γ (100),4 ± 1.4,33
,IFN-α (200),54.5 ± 5.2,2.4
,IFN-γ (200),84.5 ± 6.5,1.6
HSV-1 F,Vehicle,100 ± 7.1,-
,IFN-α (100),82.5 ± 6.4,1.2
,IFN-γ (100),84.5 ± 6.5,1.2
,IFN-α (100) + IFN-γ (100),19 ± 3.1,5.3
,IFN-α (200),51.5 ± 5.1,1.9
,IFN-γ (200),53 ± 5.1,1.9
