0,1,2,3,4
,"Table 1 Comparison of characteristics between non-migrant women (N = 1,195) and migrant women (N = 1,076)",,,from rural area of
"Shandong Province, China",,,,
,"Local women (n = 1,195)","Migrant women (n = 1,076)",χ2,P
,na,na,,
Current address,,,,
Yantai,379 (31.7 %),350 (32.5 %),3.304,0.192
Linyi,397 (33.2 %),386 (35.9 %),,
Weifang,419 (35.1 %),340 (31.6 %),,
Age (year),,,,
<30,251 (21.6 %),245 (23.0 %),0.671,0.715
30–39,556 (47.8 %),499 (46.9 %),,
≥40,355 (30.6 %),319 (30.2 %),,
Education level,,,,
Illiterate,23 (2.0 %),198 (19.0 %),434.648,<0.001
Elementary school,238 (20.5 %),464 (44.5 %),,
Junior middle school,713 (61.5 %),343 (32.9 %),,
Senior meddle school or above,185 (16.0 %),37 (3.6 %),,
Ethinicity,,,,
Han Chinese,1130 (99.2 %),533 (52.0 %),675.834,<0.001
Ethnic minorities,9 (0.8 %),492 (48.0 %),,
Marriage history,,,,
First marriage,1085 (97.3 %),833 (84.3 %),110.302,<0.001
Remarried,30 (2.7 %),155 (15.7 %),,
"Annual
income per capita in the household (CNYb)",,,,
"<5,000",236 (20.1 %),340 (32.9 %),70.902,<0.001
"5,000-",338 (28.7 %),328 (31.7 %),,
10000-,245 (20.8 %),170 (16.4 %),,
15000-,358 (30.4 %),196 (19.0 %),,
"Quality of
relationship with spouse",,,,
Poor,62 (5.2 %),42 (3.9 %),2.410,0.300
Average,566 (47.6 %),528 (49.3 %),,
Good,562 (47.2 %),501 (46.8 %),,
Living situation,,,,
Not living with the husband’s family,31 (2.6 %),115 (10.7 %),61.804,<0.001
Living with the husband’s family,1160 (97.4 %),956 (89.3 %),,
Number of children,,,,
0,25 (2.1 %),37 (3.6 %),,
1,698 (59.7 %),631 (61.3 %),5.669,0.059
≥2,446 (38.2 %),362 (35.1 %),,
Number of offspring with current husband,,,,
0,26 (2.2 %),56 (5.5 %),34.453,<0.001
1,704 (60.5 %),684 (66.9 %),,
≧2,434 (37.3 %),282 (27.6 %),,
a Missing exists if the sum of n is less than N; b CNY: Chinese Yuan; 6.1 CNY=1 USD,,,,
