0,1,2,3,4,5,6,7,8,9,10
,Table 4. Molecular characteristics of methicillin-resistant Staphylococcus aureus isolates from the hospitalized infants in NICUs,,,,,,,,,
between 1998 and 2007.,,,,,,,,,,
,,,,PFGE patterns1,,,,,,
Category,Year,No.,isolates,,,,,,,
,,,,A,C,D,F,H,U,AN
Clinical,1998,10,,9(90),1(10),0,0,0,0,0
,1999,56,,34(61),22(39),0,0,0,0,0
,2000,56,,34(61),20(36),1(1.8),0,1(1.8),0,0
,2001,40,,37(93),3(7.5),0,0,0,0,0
,2003,93,,85(91),3(3.2),5 (5.4),0,0,0,0
,2004,69,,41(59),26(38),2 (2.9),0,0,0,0
,2005,46,,18(39),20(43),5(11),1(2.2),0,2(4.3),0
,2006,21,,0,7(33),14(67),0,0,0,0
,2007,38,,7(18),9(24),8(21),1(2.6),0,2(5.3),11(29)
,Total,429,,265(62),111(26),35(8.1),2(0.47),1(0.23),4(0.93),11(2.6)
Colonized in infants,2003–04,464,,418(90),43(9.3),3(0.6),0,0,0,0
,2005–06,61,,8(13),34(56),15(25),0,0,0,4(6.6)
Colonized in HCWs,2003–04,30,,5(17),23(77),0,0,0,0,0
,2005–06,5,,0,4(80),0,0,0,0,1(20)
MLST type,,,,"239, 1310*",59,59,5,,573#,59
PVL-positive,,,,0/106,1/74,29/29,0/2,,0/4,1/11
SCCmec,,,,"III,
IIIA (105/106),",IV (74/74),"VT (28/29),","II
(2/2)",,UT (4/4),IV (11/11)
,,,,UT (1/106),,IV (1/29),,,,
