0,1,2,3,4
"Table 1. Scoring of selected compounds for Ebola virus (EBOV) screening. TRL, Technical Readiness Level.",,,,
Name,TRL Score 1,Availability 2,Efﬁcacy 3,Total
Ouabain,4,2,1,7
17-DMAG,4,2,1,7
BGB324,4,2,1,7
Zidovudine,4,2,1,7
Didanosine,4,2,1,7
Stavudine,4,2,1,7
Abacavir sulphate,4,2,1,7
Entecavir,4,2,1,7
JB1a,3,2,1,6
Omeprazole,3,2,1,6
Esomeprazole magnesium,3,2,1,6
Gleevec,3,2,0.5,5.5
Aimspro,3,2,0,5
NCK-8,3,2,0,5
D-LANA-14,3,2,0,5
Tasigna,3,1,0.5,4.5
Celgosivir,2,2,0,4
Castanospermine,2,2,0,4
,1 Scored from 1 to 9 (TLR table; Appendix A). 2 Availability for use in the clinic. 3 Previous data on efﬁcacy,,,
