0,1,2,3,4,5,6,7,8
Provenience or clinical status,Serology,,,Blood PCR,IFN‑γ assay,,Retroviruses,
(N; %),,,,,,,,
,Total,ELISA,IFAT,,LSA,ConA,FIV,FeLV
Sicily,,,,,,,,
"Messina City (N 
 24; 36)",5 (21),4 (17),3 (12),1 (4),6 (25),24 (100),2 (8),0 (0)
=,,,,,,,,
"Aeolian Islands (N 
 42; 64)",9 (21),7 (17),6 (14),2 (5),5 (12),39 (93),4 (9),0 (0)
=,,,,,,,,
"Total (N 
 66; 37)",14 (21),11 (17),9 (14),3 (4),11 (17),63 (95),6 (9),0 (0)
=,,,,,,,,
Catalonia,,,,,,,,
"Vilassar de Mar (N 
 22;19)",1 (4),0 (0),1 (4),1 (4),2 (9),22 (100),1 (5),0 (0)
=,,,,,,,,
"Cambrils (N 
 45; 40)",8 (18),2 (4),6 (13),1 (2),5 (11),40 (89),4 (12),1 (2)
=,,,,,,,,
"Bellaterra (N 
 46; 41)",16 (35),6 (13),15 (33),4 (9),14 (30),41 (89),2 (6),3 (7)
=,,,,,,,,
"Total (N 
 113; 63)",25 (22),8 (7),22 (19),6 (5),21 (19),103 (91),7 (8),4 (4)
=,,,,,,,,
"Apparently healthy (N 
 119; 66)",21 (18),6 (5),19 (16),3 (2),21 (18),108 (91),8 (7),2 (2)
=,,,,,,,,
"Sick (N 
 60, 34)",18 (30),13 (22),12 (20),6 (10),11 (18),58 (97),5 (8),2 (3)
=,,,,,,,,
"All cats (N 
 179; 100)",39 (22),19 (11),31 (17),9 (5),32 (18),166 (93),13 (9),4 (2)
=,,,,,,,,
,"Abbreviations: FIV, feline immunodeficiency virus; FeLV, feline leukemia virus; LSA, Leishmania soluble antigen; ConA, concanavalin A",,,,,,,
