0,1,2,3,4,5,6,7,8
,,Table 2. Evidence of lung involvement from retrospective cohort studies and clinical observations from the ﬁeld.,,,,,,
,,,No of,No of,,,,
Date,Country,Virus,,,CFR,Clinical Evidence,Diagnostic Evidence,Reference
,,,Cases,Deaths,,,,
,,,,,,,2 autoptic ﬁndings with,
,,,,,,"Chest pain 153 (83%),",,
Jun–Nov 1976,Sudan,SUDV,284,151,53%,,proliferative thickening,WHO. Bull WHO 1978 [40]
,,,,,,Cough 90 (49%) of 183 patients,,
,,,,,,,of alveolar septa,
,,,,,,Cough 36% in 208 deceased,,
Aug 1976,Zaire,EBOV,318,280,88%,"patients, 18% in 34 serogically",Clinical evidence,WHO. Bull WHO 1976 [40]
,,,,,,conﬁrmed patients,,
Jun 1977,Zaire,EBOV,1,1,100%,No respiratory sign,Clinical evidence,Heymann DL. J Infect Dis 1980 [41]
Aug–Sep 1979,Sudan,SUDV,34,22,65%,No respiratory sign,Clinical evidence,Baron RC. Bull WHO 1983 [42]
1989,Philippine,RESTV,3,0,0%,No respiratory sign,Clinical evidence,Miranda ME. Lancet 1991 [43]
1990,USA,RESTV,4,0,0%,No respiratory sign,Clinical evidence,CDC. MMWR 1990 [44]
1994,Cote d’Ivoire,TAIFV,4,0,0%,No respiratory sign,Clinical evidence,Le Guenno B. Lancet 1995 [45]
