0,1,2,3,4,5
Table 1. Characteristics of enrolled Royal Thai Army recruits entering basic training by class,,,,,
Variable,May 2012,November 2012,May 2013,November 2013,All classes
Total,n = 122 (%),n = 113 (%),n = 105 (%),n = 105 (%),n = 445 (%)
Age,,,,,
20,56 (45(cid:1)9),10 (8(cid:1)8),47 (44(cid:1)8),11 (10(cid:1)7),124 (28(cid:1)0)
21,39 (32(cid:1)0),78 (69(cid:1)0),29 (27(cid:1)6),79 (76(cid:1)7),225 (50(cid:1)8)
22–25,24 (19(cid:1)7),23 (20(cid:1)4),27 (25(cid:1)7),12 (11(cid:1)7),86 (19(cid:1)4)
26–31,3 (2(cid:1)5),2 (1(cid:1)8),2 (1(cid:1)9),1 (1),8 (1(cid:1)8)
Education,,,,,
Elementary,29 (23(cid:1)8),16 (14(cid:1)2),30 (28(cid:1)6),27 (25(cid:1)7),102 (22(cid:1)9)
Middle,41 (33(cid:1)6),52 (46),43 (41),40 (38(cid:1)1),176 (39(cid:1)6)
High,20 (16(cid:1)4),18 (15(cid:1)9),10 (9(cid:1)5),18 (17(cid:1)1),66 (14(cid:1)8)
Vocational,17 (13(cid:1)9),18 (15(cid:1)9),15 (14(cid:1)3),18 (17(cid:1)1),68 (15(cid:1)3)
Bachelor,14 (11(cid:1)5),8 (7(cid:1)1),7 (6(cid:1)7),2 (1(cid:1)9),31 (7)
Other,1 (0(cid:1)8),1 (0(cid:1)9),0 (0),0 (0),2 (0(cid:1)4)
Current smoker,68 (55(cid:1)7),77 (68(cid:1)1),55 (52(cid:1)4),67 (63(cid:1)8),267 (60)
"Vaccinated for
inﬂuenza in previous 12 months",3 (2(cid:1)5),2 (1(cid:1)9),0 (0),4 (3(cid:1)8),9 (2(cid:1)1)
Any medical condition*,21 (17(cid:1)2),12 (10(cid:1)7),14 (13(cid:1)5),23 (22(cid:1)1),70 (15(cid:1)8)
Allergy,7 (5(cid:1)7),5 (4(cid:1)5),3 (2(cid:1)9),6 (5(cid:1)8),21 (4(cid:1)8)
Asthma,4 (3(cid:1)3),1 (0(cid:1)9),6 (5(cid:1)8),5 (4(cid:1)8),16 (3(cid:1)6)
Arthralgia,1 (0(cid:1)8),0 (0),0 (0),0 (0),1 (0(cid:1)2)
