0,1,2,3,4,5,6
,Detection n (%),,,,,
,Streptococcus,Staphylococcus,Haemophilus influenzae,Mycoplasma,Chlamydia,Any
Characteristics,pneumoniae,aureus,type B,pneumoniae,pneumoniae,bacterium
"Total
(N = 638)",249 (39.0),112 (17.5),16 (2.5),4 (0.6),2 (0.3),301 (47.2)
Age (in y),,,,,,
<1 (N = 411),152 (37.0),68 (16.5),8 (1.9),3 (0.7),1 (0.2),186 (45.3)
1-4 (N = 227),97 (42.7),44 (19.4),8 (3.5),1 (0.4),1 (0.4),115 (50.7)
Sex,,,,,,
Female (N = 291),121 (41.6),51 (17.5),10 (3.4),2 (0.7),1 (0.3),145 (49.8)
Male (N = 347),128 (36.9),61 (17.6),6 (1.7),2 (0.6),1 (0.3),156 (45.0)
Season of the yeara,,,,,,
Cold (N = 108),31 (28.7),11 (10.2),3 (2.8),0 (0.0),0 (0.0),37 (34.3)
Dry (N = 213),69 (32.4),43 (20.2),3 (1.4),1 (0.5),2 (0.9),95 (44.6)
Rainy (N = 191),105 (55.0),47 (24.6),7 (3.7),2 (1.0),0 (0.0),120 (62.8)
Hot (N = 126),44 (34.9),11 (8.7),3 (2.4),2 (0.8),0 (0.0),49 (38.9)
Malaria,,,,,,
No (N = 538),210 (39.0),93 (17.3),14 (2.6),2 (0.4),2 (0.4),256 (47.6)
Yes (N = 100),39 (39.0),19 (19.0),2 (2.0),2 (2.0),0 (0.0),45 (45.0)
Diarrhea,,,,,,
No (N = 524),196 (37.4),95 (18.1),12 (2.3),3 (0.6),2 (0.4),243 (46.4)
Yes (N = 114),53 (46.5),17 (14.9),4 (3.5),1 (0.9),0 (0.0),58 (50.9)
Malnutrition,,,,,,
No (N = 524),208 (39.7),95 (18.1),14 (2.7),4 (0.8),2 (0.4),252 (48.1)
Moderate (N = 40),14 (35.0),6 (15.0),0 (0.0),0 (0.0),0 (0.0),17 (42.5)
Severe (N = 74),27 (36.5),11 (14.9(,2 (2.7),0 (0.0),0 (0.0),32 (43.2)
Antibiotics on admission,,,,,,
No (N = 66),21 (31.8),15 (22.7),0 (0.0),0 (0.0),1 (1.5),30 (45.4)
Yes (N = 572),228 (39.9),97 (17.0),16 (2.8),4 (0.7),1 (0.2),271 (47.4)
Death,,,,,,
No (N = 623),243 (39.0),111 (17.8),16 (2.6),3 (0.5),2 (0.3),294 (47.2)
Yes (N = 15),6 (40.0),1 (6.7),0 (0.0),1 (6.7),0 (0.0),7 (46.7)
Viruses,,,,,,
Any (N = 370),142 (38.4),65 (17.6),8 (2.2),2 (0.5),2 (0.3),175 (47.3)
RSV (N = 149),50 (33.6),26 (17.4),2 (1.3),0 (0.0),1 (0.7),67 (45.0)
HPIV (N = 78),28 (35.9),10 (12.8),3 (3.8),0 (0.0),0 (0.0),32 (41.0)
HRV (N = 62),24 (38.7),11 (17.7),2 (3.2),1 (1.6),0 (0.0),30 (48.4)
HAV (N = 60),28 (46.7),9 (15.0),2 (3.3),1 (1.7),0 (0.0),31 (51.7)
INF (N = 52),20 (38.5),8 (15.4),4 (7.7),1 (1.9),0 (0.0),25 (48.1)
HCoV (N = 51),18 (35.3),8 (15.7),0 (0.0),0 (0.0),1 (2.0),23 (45.1)
HMPV (N = 28),11 (39.0),5 (17.9),0 (0.0),0 (0.0),0 (0.0),12 (42.9)
HBoV (N = 22),10 (45.4),7 (31.8),0 (0.0),0 (0.0),0 (0.0),13 (59.1)
HPV (N=1),1 (100.0),1 (100.0),0 (0.0),0 (0.0),0 (0.0),1 (100.0)
