0,1,2,3,4,5,6,7,8
Table 3 Distribution of,,feline hemoplasma infection in client-owned cats in accordance with different epidemiological data,,,,,,
Variable,Total no. of cats (%),,Number of positive cats (%),,,,,
,,Any hemoplasma,Mhf,CMhm,CMt,Mhf + CMhm,CMt + CMhm,CMt + Mhf
,456,41 (9.0),10 (3.2),36 (7.9),2 (0.4),5 (1.1),1 (0.2),1 (0.2)
Age,422,,,,,,,
Young (≤ 1-year-old),85 (20.1),2 (2.3),2 (2.3),2 (2.3),0,2 (2.3),0,0
Adult (> 1-year-old),337 (79.9),31 (9.2)*,6 (1.8),27 (8.0),1 (0.3),2 (0.6),0,1 (0.3)
Spayed/neutered,397,,,,,,,
Yes,247 (62.2),22 (8.9),4 (1.6),20 (8.1),0,2 (0.8),0,0
No,150 (37.8),9 (6.0),3 (2.0),8 (5.3),1 (0.7),2 (1.4),0,1 (0.7)
Breed,424,,,,,,,
European,294 (69.3),26 (8.8),6 (2.0),22 (7.5),1 (0.3),2 (0.7),0,1 (0.3)
Non-European,130 (30.7),9 (6.9),3 (2.3),8 (6.1),0,2 (1.5),0,0
Outdoor access,333,,,,,,,
Yes,82 (24.6),10 (12.2)*,1 (1.2),9 (11.0),1 (1.2),0,0,1 (1.2)
No,251 (75.4),12 (4.8),4 (1.6),11 (4.4),0,3 (1.2),0,0
Contact with other animals,331,,,,,,,
Yes,225 (68.0),18 (8.0),2 (0.9),17 (7.6),1 (0.4),1 (0.4),0,1 (0.4)
No,106 (32.0),8 (7.5),3 (2.8),7 (6.6),0,2 (1.9),0,0
Previous tick infestation,317,,,,,,,
Yes,16 (5.9),0,0,0,0,0,0,0
No,301 (94.1),21 (7.0),5 (1.7),19 (6.3),1 (0.3),3 (1.0),0,1 (0.3)
Previous flea infestation,316,,,,,,,
Yes,41 (13.0),4 (9.8),0,4 (9.8),0,0,0,0
No,275 (87.0),17 (6.2),5 (1.8),15 (5.4),1 (0.4),3 (1.1),0,1 (0.4)
Ectoparasiticide treatment,309,,,,,,,
Yes,86 (27.8),8 (9.3),2 (2.3),7 (8.1),0,1 (1.2),0,0
No,223 (72.2),13 (5.8),3 (1.3),12 (5.4),1 (0.4),2 (0.9),0,1 (0.4)
Travel history,309,,,,,,,
Yes,116 (37.5),7 (6.0),0,7 (6.0),0,0,0,0
No,193 (62.5),14 (7.2),5 (2.6),12 (6.2),1 (0.5),3 (1.5),0,1 (0.5)
Previous blood transfusion,314,,,,,,,
Yes,4 (1.3),0,0,0,0,0,0,0
No,310 (98.7),21 (6.8),5 (1.6),19 (6.1),1 (0.3),3 (1.0),0,1 (0.3)
Tetracyclines treatment,314,,,,,,,
Yes,13 (4.1),1 (7.7),0,1 (7.7),0,0,0,0
No,301 (95.9),20 (6.6),5 (1.7),18 (6.0),1 (0.3),3 (1.0),0,1 (0.3)
"Abbreviations: CMhm “Candidatus Mycoplasma haemominutum”, Mhf Mycoplasma haemofelis, CMt “Candidatus Mycoplasma turicensis”",,,,,,,,
