0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 3 of 17
http://www.virologyj.com/content/11/1/4,,,
Robert Brueggeman,Elena Canelli,Wuguo Chen,
USA,Italy,USA,
Ivan Brukner,Shengbo Cao,Xinwen Chen,
Canada,China,China,
Shilpa Buch,Alejandra Capozzo,Ze Chen,
USA,Argentina,China,
Chris Buck,Margareth Capurro,Zhe-Sheng Chen,
USA,Brazil,USA,
Marie Annick Buendia,Antonella Caputo,Ju-Chien Cheng,
France,Italy,Taiwan,
Alexander Bukreyev,Susan Carpenter,V Gregory Chinchar,
USA,USA,USA,
Alexander Bukreyev,Jill Carr,Kyoung-Oh Cho,
USA,Australia,"Korea, South",
Rowena Bull,Ana Rita Castro,Ashok Chockalingam,
Australia,Brazil,USA,
Johan Burger,Tatiana Castro,Il-Ryong Choi,
South Africa,Brazil,Philippines,
Graham Burgess,Jamie Cate,Kyoung-Seong Choi,
Australia,UK,"Korea, South",
Alison Burman,Mattia Cecchinato,Yeon Choi,
UK,Italy,USA,
Aurelia Busca,Pieter-Jan Ceyssens,Young Ki Choi,
Canada,Belgium,"Korea, South",
Marc Busch,Paul Chan,Neil David Christensen,
USA,Hong Kong,USA,
Sarah Butcher,Tak Mao Chan,Justin Jang Hann Chu,
Finland,Hong Kong,Singapore,
Mathias Büttner,Yoke-Fun Chan,Wan-Long Chuang,
Germany,Malaysia,Taiwan,
Charles Calisher,Jinhong Chang,Massimo Ciccozzi,
USA,USA,Italy,
Amanda Calvert,Juliana Chávez,Luka Cicin-Sain,
USA,Brazil,Germany,
Jennifer Cameron,Isabelle Chemin,Jesse Clark,
USA,France,USA,
Grant Campbell,En-Qiang Chen,Alan Cochrane,
USA,China,Canada,
Thomas Campbell,Feng Chen,Aidan Coffey,
USA,USA,Ireland,
Octavio Campollo,Jian Chen,Manola Comar,
Mexico,USA,Italy,
Rodolfo Hector Campos,Pei-Jer Chen,Samuel Cordey,
Argentina,Taiwan,Switzerland,
